fact	label	source
e1865 r54 a775	0	train
e900 r54 a413	1	train
e900 not r54 a413	0	train
e900 not r54 a412	1	train
e900 r54 a412	0	train
e615 r54 a908	1	train
e615 not r54 a908	0	train
e615 not r54 a909	1	train
e615 r54 a909	0	train
e1524 r54 a983	1	train
e1524 not r54 a983	0	train
e1524 not r54 a982	1	train
e1524 r54 a982	0	train
e3595 not r54 a616	1	train
e3595 r54 a616	0	train
e3595 r54 a617	1	train
e3595 not r54 a617	0	train
e1740 r54 a104	1	train
e1740 not r54 a104	0	train
e1740 not r54 a105	1	train
e1740 r54 a105	0	train
e2324 r54 a690	1	train
e2324 not r54 a690	0	train
e2324 not r54 a691	1	train
e2324 r54 a691	0	train
e1425 not r54 a263	1	train
e1425 r54 a263	0	train
e1425 r54 a262	1	train
e1425 not r54 a262	0	train
e1651 r54 a915	1	train
e1651 not r54 a915	0	train
e1651 not r54 a914	1	train
e1651 r54 a914	0	train
e1631 not r54 a163	1	train
e1631 r54 a163	0	train
e1631 r54 a162	1	train
e1631 not r54 a162	0	train
e3638 r54 a131	1	train
e3638 not r54 a131	0	train
e3638 not r54 a130	1	train
e3638 r54 a130	0	train
e1568 r54 a487	1	train
e1568 not r54 a487	0	train
e1568 not r54 a486	1	train
e1568 r54 a486	0	train
e3246 r54 a944	1	train
e3246 not r54 a944	0	train
e3246 not r54 a945	1	train
e3246 r54 a945	0	train
e4796 not r54 a230	1	train
e4796 r54 a230	0	train
e4796 r54 a231	1	train
e4796 not r54 a231	0	train
e3363 not r54 a27	1	train
e3363 r54 a27	0	train
e3363 r54 a26	1	train
e3363 not r54 a26	0	train
e3760 not r54 a356	1	train
e3760 r54 a356	0	train
e3760 r54 a357	1	train
e3760 not r54 a357	0	train
e3532 not r54 a676	1	train
e3532 r54 a676	0	train
e3532 r54 a677	1	train
e3532 not r54 a677	0	train
e2332 r54 a443	1	train
e2332 not r54 a443	0	train
e2332 not r54 a442	1	train
e2332 r54 a442	0	train
e558 not r54 a978	1	train
e558 r54 a978	0	train
e558 r54 a979	1	train
e558 not r54 a979	0	train
e2803 r54 a521	1	train
e2803 not r54 a521	0	train
e2803 not r54 a520	1	train
e2803 r54 a520	0	train
e903 not r54 a85	1	train
e903 r54 a85	0	train
e903 r54 a84	1	train
e903 not r54 a84	0	train
e2876 r54 a769	1	train
e2876 not r54 a769	0	train
e2876 not r54 a768	1	train
e2876 r54 a768	0	train
e2795 r54 a788	1	train
e2795 not r54 a788	0	train
e2795 not r54 a789	1	train
e2795 r54 a789	0	train
e3729 not r54 a923	1	train
e3729 r54 a923	0	train
e3729 r54 a922	1	train
e3729 not r54 a922	0	train
e3444 r54 a301	1	train
e3444 not r54 a301	0	train
e3444 not r54 a300	1	train
e3444 r54 a300	0	train
e2048 not r54 a470	1	train
e2048 r54 a470	0	train
e2048 r54 a471	1	train
e2048 not r54 a471	0	train
e3089 r54 a52	1	train
e3089 not r54 a52	0	train
e3089 not r54 a53	1	train
e3089 r54 a53	0	train
e585 not r54 a708	1	train
e585 r54 a708	0	train
e585 r54 a709	1	train
e585 not r54 a709	0	train
e114 r54 a441	1	train
e114 not r54 a441	0	train
e114 not r54 a440	1	train
e114 r54 a440	0	train
e3539 r54 a507	1	train
e3539 not r54 a507	0	train
e3539 not r54 a506	1	train
e3539 r54 a506	0	train
e3043 not r54 a989	1	train
e3043 r54 a989	0	train
e3043 r54 a988	1	train
e3043 not r54 a988	0	train
e2548 not r54 a638	1	train
e2548 r54 a638	0	train
e2548 r54 a639	1	train
e2548 not r54 a639	0	train
e4577 not r54 a453	1	train
e4577 r54 a453	0	train
e4577 r54 a452	1	train
e4577 not r54 a452	0	train
e2635 not r54 a854	1	train
e2635 r54 a854	0	train
e2635 r54 a855	1	train
e2635 not r54 a855	0	train
e3847 not r54 a524	1	train
e3847 r54 a524	0	train
e3847 r54 a525	1	train
e3847 not r54 a525	0	train
e2215 not r54 a740	1	train
e2215 r54 a740	0	train
e2215 r54 a741	1	train
e2215 not r54 a741	0	train
e2054 r54 a333	1	train
e2054 not r54 a333	0	train
e2054 not r54 a332	1	train
e2054 r54 a332	0	train
e4381 not r54 a587	1	train
e4381 r54 a587	0	train
e4381 r54 a586	1	train
e4381 not r54 a586	0	train
e4383 r54 a233	1	train
e4383 not r54 a233	0	train
e4383 not r54 a232	1	train
e4383 r54 a232	0	train
e299 r54 a357	1	train
e299 not r54 a357	0	train
e299 not r54 a356	1	train
e299 r54 a356	0	train
e30 r54 a49	1	train
e30 not r54 a49	0	train
e30 not r54 a48	1	train
e30 r54 a48	0	train
e3789 r54 a371	1	train
e3789 not r54 a371	0	train
e3789 not r54 a370	1	train
e3789 r54 a370	0	train
e4696 r54 a336	1	train
e4696 not r54 a336	0	train
e4696 not r54 a337	1	train
e4696 r54 a337	0	train
e3471 r54 a720	1	train
e3471 not r54 a720	0	train
e3471 not r54 a721	1	train
e3471 r54 a721	0	train
e483 not r54 a5	1	train
e483 r54 a5	0	train
e483 r54 a4	1	train
e483 not r54 a4	0	train
e4352 not r54 a469	1	train
e4352 r54 a469	0	train
e4352 r54 a468	1	train
e4352 not r54 a468	0	train
e1749 r54 a992	1	train
e1749 not r54 a992	0	train
e1749 not r54 a993	1	train
e1749 r54 a993	0	train
e2293 r54 a908	1	train
e2293 not r54 a908	0	train
e2293 not r54 a909	1	train
e2293 r54 a909	0	train
e1465 not r54 a287	1	train
e1465 r54 a287	0	train
e1465 r54 a286	1	train
e1465 not r54 a286	0	train
e4265 r54 a838	1	train
e4265 not r54 a838	0	train
e4265 not r54 a839	1	train
e4265 r54 a839	0	train
e2638 r54 a221	1	train
e2638 not r54 a221	0	train
e2638 not r54 a220	1	train
e2638 r54 a220	0	train
e1049 r54 a752	1	train
e1049 not r54 a752	0	train
e1049 not r54 a753	1	train
e1049 r54 a753	0	train
e1277 r54 a67	1	train
e1277 not r54 a67	0	train
e1277 not r54 a66	1	train
e1277 r54 a66	0	train
e1440 r54 a903	1	train
e1440 not r54 a903	0	train
e1440 not r54 a902	1	train
e1440 r54 a902	0	train
e2911 r54 a178	1	train
e2911 not r54 a178	0	train
e2911 not r54 a179	1	train
e2911 r54 a179	0	train
e4697 r54 a772	1	train
e4697 not r54 a772	0	train
e4697 not r54 a773	1	train
e4697 r54 a773	0	train
e322 r54 a269	1	train
e322 not r54 a269	0	train
e322 not r54 a268	1	train
e322 r54 a268	0	train
e2927 r54 a289	1	train
e2927 not r54 a289	0	train
e2927 not r54 a288	1	train
e2927 r54 a288	0	train
e844 r54 a813	1	train
e844 not r54 a813	0	train
e844 not r54 a812	1	train
e844 r54 a812	0	train
e3068 r54 a214	1	train
e3068 not r54 a214	0	train
e3068 not r54 a215	1	train
e3068 r54 a215	0	train
e3362 not r54 a570	1	train
e3362 r54 a570	0	train
e3362 r54 a571	1	train
e3362 not r54 a571	0	train
e420 not r54 a394	1	train
e420 r54 a394	0	train
e420 r54 a395	1	train
e420 not r54 a395	0	train
e3323 r54 a937	1	train
e3323 not r54 a937	0	train
e3323 not r54 a936	1	train
e3323 r54 a936	0	train
e1842 r54 a773	1	train
e1842 not r54 a773	0	train
e1842 not r54 a772	1	train
e1842 r54 a772	0	train
e3413 r54 a564	1	train
e3413 not r54 a564	0	train
e3413 not r54 a565	1	train
e3413 r54 a565	0	train
e1917 not r54 a843	1	train
e1917 r54 a843	0	train
e1917 r54 a842	1	train
e1917 not r54 a842	0	train
e1918 not r54 a519	1	train
e1918 r54 a519	0	train
e1918 r54 a518	1	train
e1918 not r54 a518	0	train
e1110 not r54 a231	1	train
e1110 r54 a231	0	train
e1110 r54 a230	1	train
e1110 not r54 a230	0	train
e2130 not r54 a958	1	train
e2130 r54 a958	0	train
e2130 r54 a959	1	train
e2130 not r54 a959	0	train
e454 not r54 a439	1	train
e454 r54 a439	0	train
e454 r54 a438	1	train
e454 not r54 a438	0	train
e4407 not r54 a782	1	train
e4407 r54 a782	0	train
e4407 r54 a783	1	train
e4407 not r54 a783	0	train
e3662 not r54 a975	1	train
e3662 r54 a975	0	train
e3662 r54 a974	1	train
e3662 not r54 a974	0	train
e3918 r54 a869	1	train
e3918 not r54 a869	0	train
e3918 not r54 a868	1	train
e3918 r54 a868	0	train
e1245 not r54 a130	1	train
e1245 r54 a130	0	train
e1245 r54 a131	1	train
e1245 not r54 a131	0	train
e550 not r54 a34	1	train
e550 r54 a34	0	train
e550 r54 a35	1	train
e550 not r54 a35	0	train
e3538 not r54 a431	1	train
e3538 r54 a431	0	train
e3538 r54 a430	1	train
e3538 not r54 a430	0	train
e896 r54 a691	1	train
e896 not r54 a691	0	train
e896 not r54 a690	1	train
e896 r54 a690	0	train
e3303 not r54 a712	1	train
e3303 r54 a712	0	train
e3303 r54 a713	1	train
e3303 not r54 a713	0	train
e1468 r54 a297	1	train
e1468 not r54 a297	0	train
e1468 not r54 a296	1	train
e1468 r54 a296	0	train
e1689 r54 a274	1	train
e1689 not r54 a274	0	train
e1689 not r54 a275	1	train
e1689 r54 a275	0	train
e1576 r54 a138	1	train
e1576 not r54 a138	0	train
e1576 not r54 a139	1	train
e1576 r54 a139	0	train
e12 r54 a493	1	train
e12 not r54 a493	0	train
e12 not r54 a492	1	train
e12 r54 a492	0	train
e1985 r54 a742	1	train
e1985 not r54 a742	0	train
e1985 not r54 a743	1	train
e1985 r54 a743	0	train
e4839 r54 a809	1	train
e4839 not r54 a809	0	train
e4839 not r54 a808	1	train
e4839 r54 a808	0	train
e2919 r54 a582	1	train
e2919 not r54 a582	0	train
e2919 not r54 a583	1	train
e2919 r54 a583	0	train
e1175 r54 a596	1	train
e1175 not r54 a596	0	train
e1175 not r54 a597	1	train
e1175 r54 a597	0	train
e3959 not r54 a913	1	train
e3959 r54 a913	0	train
e3959 r54 a912	1	train
e3959 not r54 a912	0	train
e4224 r54 a531	1	train
e4224 not r54 a531	0	train
e4224 not r54 a530	1	train
e4224 r54 a530	0	train
e3768 not r54 a275	1	train
e3768 r54 a275	0	train
e3768 r54 a274	1	train
e3768 not r54 a274	0	train
e1984 r54 a119	1	train
e1984 not r54 a119	0	train
e1984 not r54 a118	1	train
e1984 r54 a118	0	train
e1922 r54 a48	1	train
e1922 not r54 a48	0	train
e1922 not r54 a49	1	train
e1922 r54 a49	0	train
e2243 not r54 a821	1	train
e2243 r54 a821	0	train
e2243 r54 a820	1	train
e2243 not r54 a820	0	train
e1180 not r54 a31	1	train
e1180 r54 a31	0	train
e1180 r54 a30	1	train
e1180 not r54 a30	0	train
e3095 r54 a974	1	train
e3095 not r54 a974	0	train
e3095 not r54 a975	1	train
e3095 r54 a975	0	train
e2561 not r54 a951	1	train
e2561 r54 a951	0	train
e2561 r54 a950	1	train
e2561 not r54 a950	0	train
e461 r54 a965	1	train
e461 not r54 a965	0	train
e461 not r54 a964	1	train
e461 r54 a964	0	train
e4380 r54 a256	1	train
e4380 not r54 a256	0	train
e4380 not r54 a257	1	train
e4380 r54 a257	0	train
e4178 not r54 a187	1	train
e4178 r54 a187	0	train
e4178 r54 a186	1	train
e4178 not r54 a186	0	train
e2205 r54 a695	1	train
e2205 not r54 a695	0	train
e2205 not r54 a694	1	train
e2205 r54 a694	0	train
e3296 r54 a788	1	train
e3296 not r54 a788	0	train
e3296 not r54 a789	1	train
e3296 r54 a789	0	train
e2875 not r54 a523	1	train
e2875 r54 a523	0	train
e2875 r54 a522	1	train
e2875 not r54 a522	0	train
e3414 not r54 a895	1	train
e3414 r54 a895	0	train
e3414 r54 a894	1	train
e3414 not r54 a894	0	train
e3228 r54 a230	1	train
e3228 not r54 a230	0	train
e3228 not r54 a231	1	train
e3228 r54 a231	0	train
e4680 not r54 a999	1	train
e4680 r54 a999	0	train
e4680 r54 a998	1	train
e4680 not r54 a998	0	train
e2227 not r54 a170	1	train
e2227 r54 a170	0	train
e2227 r54 a171	1	train
e2227 not r54 a171	0	train
e4578 r54 a434	1	train
e4578 not r54 a434	0	train
e4578 not r54 a435	1	train
e4578 r54 a435	0	train
e1562 r54 a27	1	train
e1562 not r54 a27	0	train
e1562 not r54 a26	1	train
e1562 r54 a26	0	train
e363 r54 a92	1	train
e363 not r54 a92	0	train
e363 not r54 a93	1	train
e363 r54 a93	0	train
e1706 not r54 a881	1	train
e1706 r54 a881	0	train
e1706 r54 a880	1	train
e1706 not r54 a880	0	train
e2273 r54 a150	1	train
e2273 not r54 a150	0	train
e2273 not r54 a151	1	train
e2273 r54 a151	0	train
e2800 not r54 a110	1	train
e2800 r54 a110	0	train
e2800 r54 a111	1	train
e2800 not r54 a111	0	train
e3291 not r54 a999	1	train
e3291 r54 a999	0	train
e3291 r54 a998	1	train
e3291 not r54 a998	0	train
e3976 r54 a831	1	train
e3976 not r54 a831	0	train
e3976 not r54 a830	1	train
e3976 r54 a830	0	train
e2092 r54 a541	1	train
e2092 not r54 a541	0	train
e2092 not r54 a540	1	train
e2092 r54 a540	0	train
e3711 not r54 a691	1	train
e3711 r54 a691	0	train
e3711 r54 a690	1	train
e3711 not r54 a690	0	train
e4565 r54 a525	1	train
e4565 not r54 a525	0	train
e4565 not r54 a524	1	train
e4565 r54 a524	0	train
e1715 r54 a665	1	train
e1715 not r54 a665	0	train
e1715 not r54 a664	1	train
e1715 r54 a664	0	train
e353 r54 a376	1	train
e353 not r54 a376	0	train
e353 not r54 a377	1	train
e353 r54 a377	0	train
e2334 r54 a721	1	train
e2334 not r54 a721	0	train
e2334 not r54 a720	1	train
e2334 r54 a720	0	train
e3343 not r54 a632	1	train
e3343 r54 a632	0	train
e3343 r54 a633	1	train
e3343 not r54 a633	0	train
e1976 r54 a30	1	train
e1976 not r54 a30	0	train
e1976 not r54 a31	1	train
e1976 r54 a31	0	train
e1446 not r54 a609	1	train
e1446 r54 a609	0	train
e1446 r54 a608	1	train
e1446 not r54 a608	0	train
e2353 not r54 a247	1	train
e2353 r54 a247	0	train
e2353 r54 a246	1	train
e2353 not r54 a246	0	train
e4099 not r54 a966	1	train
e4099 r54 a966	0	train
e4099 r54 a967	1	train
e4099 not r54 a967	0	train
e3119 not r54 a308	1	train
e3119 r54 a308	0	train
e3119 r54 a309	1	train
e3119 not r54 a309	0	train
e4908 r54 a236	1	train
e4908 not r54 a236	0	train
e4908 not r54 a237	1	train
e4908 r54 a237	0	train
e1141 r54 a380	1	train
e1141 not r54 a380	0	train
e1141 not r54 a381	1	train
e1141 r54 a381	0	train
e3226 not r54 a87	1	train
e3226 r54 a87	0	train
e3226 r54 a86	1	train
e3226 not r54 a86	0	train
e1943 r54 a561	1	train
e1943 not r54 a561	0	train
e1943 not r54 a560	1	train
e1943 r54 a560	0	train
e3712 not r54 a796	1	train
e3712 r54 a796	0	train
e3712 r54 a797	1	train
e3712 not r54 a797	0	train
e2918 r54 a859	1	train
e2918 not r54 a859	0	train
e2918 not r54 a858	1	train
e2918 r54 a858	0	train
e1374 r54 a347	1	train
e1374 not r54 a347	0	train
e1374 not r54 a346	1	train
e1374 r54 a346	0	train
e4348 r54 a475	1	train
e4348 not r54 a475	0	train
e4348 not r54 a474	1	train
e4348 r54 a474	0	train
e2872 r54 a280	1	train
e2872 not r54 a280	0	train
e2872 not r54 a281	1	train
e2872 r54 a281	0	train
e2002 r54 a313	1	train
e2002 not r54 a313	0	train
e2002 not r54 a312	1	train
e2002 r54 a312	0	train
e4548 r54 a179	1	train
e4548 not r54 a179	0	train
e4548 not r54 a178	1	train
e4548 r54 a178	0	train
e4267 not r54 a132	1	train
e4267 r54 a132	0	train
e4267 r54 a133	1	train
e4267 not r54 a133	0	train
e911 not r54 a53	1	train
e911 r54 a53	0	train
e911 r54 a52	1	train
e911 not r54 a52	0	train
e1199 r54 a124	1	train
e1199 not r54 a124	0	train
e1199 not r54 a125	1	train
e1199 r54 a125	0	train
e1156 r54 a159	1	train
e1156 not r54 a159	0	train
e1156 not r54 a158	1	train
e1156 r54 a158	0	train
e4781 not r54 a432	1	train
e4781 r54 a432	0	train
e4781 r54 a433	1	train
e4781 not r54 a433	0	train
e2093 r54 a101	1	train
e2093 not r54 a101	0	train
e2093 not r54 a100	1	train
e2093 r54 a100	0	train
e2139 not r54 a558	1	train
e2139 r54 a558	0	train
e2139 r54 a559	1	train
e2139 not r54 a559	0	train
e2948 r54 a207	1	train
e2948 not r54 a207	0	train
e2948 not r54 a206	1	train
e2948 r54 a206	0	train
e1958 r54 a639	1	train
e1958 not r54 a639	0	train
e1958 not r54 a638	1	train
e1958 r54 a638	0	train
e4506 not r54 a117	1	train
e4506 r54 a117	0	train
e4506 r54 a116	1	train
e4506 not r54 a116	0	train
e3086 not r54 a957	1	train
e3086 r54 a957	0	train
e3086 r54 a956	1	train
e3086 not r54 a956	0	train
e2648 not r54 a529	1	train
e2648 r54 a529	0	train
e2648 r54 a528	1	train
e2648 not r54 a528	0	train
e3061 not r54 a605	1	train
e3061 r54 a605	0	train
e3061 r54 a604	1	train
e3061 not r54 a604	0	train
e1938 not r54 a71	1	train
e1938 r54 a71	0	train
e1938 r54 a70	1	train
e1938 not r54 a70	0	train
e711 not r54 a79	1	train
e711 r54 a79	0	train
e711 r54 a78	1	train
e711 not r54 a78	0	train
e1071 r54 a183	1	train
e1071 not r54 a183	0	train
e1071 not r54 a182	1	train
e1071 r54 a182	0	train
e869 not r54 a755	1	train
e869 r54 a755	0	train
e869 r54 a754	1	train
e869 not r54 a754	0	train
e4416 r54 a765	1	train
e4416 not r54 a765	0	train
e4416 not r54 a764	1	train
e4416 r54 a764	0	train
e456 r54 a739	1	train
e456 not r54 a739	0	train
e456 not r54 a738	1	train
e456 r54 a738	0	train
e235 not r54 a941	1	train
e235 r54 a941	0	train
e235 r54 a940	1	train
e235 not r54 a940	0	train
e3354 r54 a557	1	train
e3354 not r54 a557	0	train
e3354 not r54 a556	1	train
e3354 r54 a556	0	train
e3462 r54 a208	1	train
e3462 not r54 a208	0	train
e3462 not r54 a209	1	train
e3462 r54 a209	0	train
e1878 r54 a857	1	train
e1878 not r54 a857	0	train
e1878 not r54 a856	1	train
e1878 r54 a856	0	train
e2552 r54 a360	1	train
e2552 not r54 a360	0	train
e2552 not r54 a361	1	train
e2552 r54 a361	0	train
e6 not r54 a553	1	train
e6 r54 a553	0	train
e6 r54 a552	1	train
e6 not r54 a552	0	train
e4825 r54 a356	1	train
e4825 not r54 a356	0	train
e4825 not r54 a357	1	train
e4825 r54 a357	0	train
e3085 not r54 a282	1	train
e3085 r54 a282	0	train
e3085 r54 a283	1	train
e3085 not r54 a283	0	train
e741 r54 a137	1	train
e741 not r54 a137	0	train
e741 not r54 a136	1	train
e741 r54 a136	0	train
e4885 not r54 a688	1	train
e4885 r54 a688	0	train
e4885 r54 a689	1	train
e4885 not r54 a689	0	train
e772 not r54 a803	1	train
e772 r54 a803	0	train
e772 r54 a802	1	train
e772 not r54 a802	0	train
e1215 r54 a245	1	train
e1215 not r54 a245	0	train
e1215 not r54 a244	1	train
e1215 r54 a244	0	train
e3018 r54 a771	1	train
e3018 not r54 a771	0	train
e3018 not r54 a770	1	train
e3018 r54 a770	0	train
e4870 r54 a870	1	train
e4870 not r54 a870	0	train
e4870 not r54 a871	1	train
e4870 r54 a871	0	train
e2802 not r54 a834	1	train
e2802 r54 a834	0	train
e2802 r54 a835	1	train
e2802 not r54 a835	0	train
e3421 not r54 a752	1	train
e3421 r54 a752	0	train
e3421 r54 a753	1	train
e3421 not r54 a753	0	train
e4388 r54 a970	1	train
e4388 not r54 a970	0	train
e4388 not r54 a971	1	train
e4388 r54 a971	0	train
e1892 not r54 a683	1	train
e1892 r54 a683	0	train
e1892 r54 a682	1	train
e1892 not r54 a682	0	train
e1597 r54 a923	1	train
e1597 not r54 a923	0	train
e1597 not r54 a922	1	train
e1597 r54 a922	0	train
e4987 not r54 a396	1	train
e4987 r54 a396	0	train
e4987 r54 a397	1	train
e4987 not r54 a397	0	train
e1450 not r54 a177	1	train
e1450 r54 a177	0	train
e1450 r54 a176	1	train
e1450 not r54 a176	0	train
e3106 r54 a851	1	train
e3106 not r54 a851	0	train
e3106 not r54 a850	1	train
e3106 r54 a850	0	train
e119 not r54 a796	1	train
e119 r54 a796	0	train
e119 r54 a797	1	train
e119 not r54 a797	0	train
e520 not r54 a224	1	train
e520 r54 a224	0	train
e520 r54 a225	1	train
e520 not r54 a225	0	train
e1305 not r54 a360	1	train
e1305 r54 a360	0	train
e1305 r54 a361	1	train
e1305 not r54 a361	0	train
e2159 r54 a326	1	train
e2159 not r54 a326	0	train
e2159 not r54 a327	1	train
e2159 r54 a327	0	train
e1862 not r54 a549	1	train
e1862 r54 a549	0	train
e1862 r54 a548	1	train
e1862 not r54 a548	0	train
e3172 r54 a940	1	train
e3172 not r54 a940	0	train
e3172 not r54 a941	1	train
e3172 r54 a941	0	train
e3110 not r54 a630	1	train
e3110 r54 a630	0	train
e3110 r54 a631	1	train
e3110 not r54 a631	0	train
e3669 r54 a91	1	train
e3669 not r54 a91	0	train
e3669 not r54 a90	1	train
e3669 r54 a90	0	train
e1471 not r54 a329	1	train
e1471 r54 a329	0	train
e1471 r54 a328	1	train
e1471 not r54 a328	0	train
e808 r54 a311	1	train
e808 not r54 a311	0	train
e808 not r54 a310	1	train
e808 r54 a310	0	train
e4904 not r54 a843	1	train
e4904 r54 a843	0	train
e4904 r54 a842	1	train
e4904 not r54 a842	0	train
e3500 r54 a393	1	train
e3500 not r54 a393	0	train
e3500 not r54 a392	1	train
e3500 r54 a392	0	train
e1009 not r54 a352	1	train
e1009 r54 a352	0	train
e1009 r54 a353	1	train
e1009 not r54 a353	0	train
e2190 r54 a916	1	train
e2190 not r54 a916	0	train
e2190 not r54 a917	1	train
e2190 r54 a917	0	train
e1502 r54 a90	1	train
e1502 not r54 a90	0	train
e1502 not r54 a91	1	train
e1502 r54 a91	0	train
e4914 not r54 a794	1	train
e4914 r54 a794	0	train
e4914 r54 a795	1	train
e4914 not r54 a795	0	train
e4926 r54 a444	1	train
e4926 not r54 a444	0	train
e4926 not r54 a445	1	train
e4926 r54 a445	0	train
e1222 not r54 a765	1	train
e1222 r54 a765	0	train
e1222 r54 a764	1	train
e1222 not r54 a764	0	train
e4991 not r54 a44	1	train
e4991 r54 a44	0	train
e4991 r54 a45	1	train
e4991 not r54 a45	0	train
e2372 r54 a576	1	train
e2372 not r54 a576	0	train
e2372 not r54 a577	1	train
e2372 r54 a577	0	train
e1767 r54 a781	1	train
e1767 not r54 a781	0	train
e1767 not r54 a780	1	train
e1767 r54 a780	0	train
e351 r54 a660	1	train
e351 not r54 a660	0	train
e351 not r54 a661	1	train
e351 r54 a661	0	train
e4484 r54 a352	1	train
e4484 not r54 a352	0	train
e4484 not r54 a353	1	train
e4484 r54 a353	0	train
e1332 not r54 a99	1	train
e1332 r54 a99	0	train
e1332 r54 a98	1	train
e1332 not r54 a98	0	train
e440 r54 a147	1	train
e440 not r54 a147	0	train
e440 not r54 a146	1	train
e440 r54 a146	0	train
e3298 not r54 a962	1	train
e3298 r54 a962	0	train
e3298 r54 a963	1	train
e3298 not r54 a963	0	train
e4985 not r54 a615	1	train
e4985 r54 a615	0	train
e4985 r54 a614	1	train
e4985 not r54 a614	0	train
e1021 r54 a156	1	train
e1021 not r54 a156	0	train
e1021 not r54 a157	1	train
e1021 r54 a157	0	train
e4571 r54 a611	1	train
e4571 not r54 a611	0	train
e4571 not r54 a610	1	train
e4571 r54 a610	0	train
e146 r54 a727	1	train
e146 not r54 a727	0	train
e146 not r54 a726	1	train
e146 r54 a726	0	train
e1117 r54 a394	1	train
e1117 not r54 a394	0	train
e1117 not r54 a395	1	train
e1117 r54 a395	0	train
e1818 not r54 a679	1	train
e1818 r54 a679	0	train
e1818 r54 a678	1	train
e1818 not r54 a678	0	train
e1126 not r54 a390	1	train
e1126 r54 a390	0	train
e1126 r54 a391	1	train
e1126 not r54 a391	0	train
e936 r54 a46	1	train
e936 not r54 a46	0	train
e936 not r54 a47	1	train
e936 r54 a47	0	train
e3780 not r54 a416	1	train
e3780 r54 a416	0	train
e3780 r54 a417	1	train
e3780 not r54 a417	0	train
e1341 not r54 a587	1	train
e1341 r54 a587	0	train
e1341 r54 a586	1	train
e1341 not r54 a586	0	train
e2427 r54 a700	1	train
e2427 not r54 a700	0	train
e2427 not r54 a701	1	train
e2427 r54 a701	0	train
e904 r54 a500	1	train
e904 not r54 a500	0	train
e904 not r54 a501	1	train
e904 r54 a501	0	train
