fact	label	source
e1688 not r249 a99	1	train
e1688 r249 a99	0	train
e2806 not r249 a564	1	train
e2806 r249 a564	0	train
e2806 r249 a565	1	train
e2806 not r249 a565	0	train
e2915 not r249 a721	1	train
e2915 r249 a721	0	train
e2915 r249 a720	1	train
e2915 not r249 a720	0	train
e2986 not r249 a162	1	train
e2986 r249 a162	0	train
e2986 r249 a163	1	train
e2986 not r249 a163	0	train
e4131 r249 a150	1	train
e4131 not r249 a150	0	train
e4131 not r249 a151	1	train
e4131 r249 a151	0	train
e3208 r249 a942	1	train
e3208 not r249 a942	0	train
e3208 not r249 a943	1	train
e3208 r249 a943	0	train
e2524 r249 a320	1	train
e2524 not r249 a320	0	train
e2524 not r249 a321	1	train
e2524 r249 a321	0	train
e446 r249 a814	1	train
e446 not r249 a814	0	train
e446 not r249 a815	1	train
e446 r249 a815	0	train
e341 not r249 a509	1	train
e341 r249 a509	0	train
e341 r249 a508	1	train
e341 not r249 a508	0	train
e1611 not r249 a577	1	train
e1611 r249 a577	0	train
e1611 r249 a576	1	train
e1611 not r249 a576	0	train
e4474 not r249 a462	1	train
e4474 r249 a462	0	train
e4474 r249 a463	1	train
e4474 not r249 a463	0	train
e1861 r249 a948	1	train
e1861 not r249 a948	0	train
e1861 not r249 a949	1	train
e1861 r249 a949	0	train
e99 r249 a329	1	train
e99 not r249 a329	0	train
e99 not r249 a328	1	train
e99 r249 a328	0	train
e4386 r249 a679	1	train
e4386 not r249 a679	0	train
e4386 not r249 a678	1	train
e4386 r249 a678	0	train
e1752 not r249 a869	1	train
e1752 r249 a869	0	train
e1752 r249 a868	1	train
e1752 not r249 a868	0	train
e2306 not r249 a913	1	train
e2306 r249 a913	0	train
e2306 r249 a912	1	train
e2306 not r249 a912	0	train
e44 r249 a204	1	train
e44 not r249 a204	0	train
e44 not r249 a205	1	train
e44 r249 a205	0	train
e1452 not r249 a624	1	train
e1452 r249 a624	0	train
e1452 r249 a625	1	train
e1452 not r249 a625	0	train
e4064 not r249 a457	1	train
e4064 r249 a457	0	train
e4064 r249 a456	1	train
e4064 not r249 a456	0	train
e4482 r249 a149	1	train
e4482 not r249 a149	0	train
e4482 not r249 a148	1	train
e4482 r249 a148	0	train
e4949 r249 a366	1	train
e4949 not r249 a366	0	train
e4949 not r249 a367	1	train
e4949 r249 a367	0	train
e4611 not r249 a419	1	train
e4611 r249 a419	0	train
e4611 r249 a418	1	train
e4611 not r249 a418	0	train
e372 not r249 a410	1	train
e372 r249 a410	0	train
e372 r249 a411	1	train
e372 not r249 a411	0	train
e3588 not r249 a177	1	train
e3588 r249 a177	0	train
e3588 r249 a176	1	train
e3588 not r249 a176	0	train
e676 not r249 a255	1	train
e676 r249 a255	0	train
e676 r249 a254	1	train
e676 not r249 a254	0	train
e4991 r249 a284	1	train
e4991 not r249 a284	0	train
e4991 not r249 a285	1	train
e4991 r249 a285	0	train
e4685 r249 a530	1	train
e4685 not r249 a530	0	train
e4685 not r249 a531	1	train
e4685 r249 a531	0	train
e1981 r249 a664	1	train
e1981 not r249 a664	0	train
e1981 not r249 a665	1	train
e1981 r249 a665	0	train
e3467 not r249 a960	1	train
e3467 r249 a960	0	train
e3467 r249 a961	1	train
e3467 not r249 a961	0	train
e1490 not r249 a984	1	train
e1490 r249 a984	0	train
e1490 r249 a985	1	train
e1490 not r249 a985	0	train
e3030 r249 a315	1	train
e3030 not r249 a315	0	train
e3030 not r249 a314	1	train
e3030 r249 a314	0	train
e920 r249 a526	1	train
e920 not r249 a526	0	train
e920 not r249 a527	1	train
e920 r249 a527	0	train
e3297 not r249 a921	1	train
e3297 r249 a921	0	train
e3297 r249 a920	1	train
e3297 not r249 a920	0	train
e3143 r249 a610	1	train
e3143 not r249 a610	0	train
e3143 not r249 a611	1	train
e3143 r249 a611	0	train
e2730 r249 a829	1	train
e2730 not r249 a829	0	train
e2730 not r249 a828	1	train
e2730 r249 a828	0	train
e225 r249 a640	1	train
e225 not r249 a640	0	train
e225 not r249 a641	1	train
e225 r249 a641	0	train
e677 r249 a71	1	train
e677 not r249 a71	0	train
e677 not r249 a70	1	train
e677 r249 a70	0	train
e1130 r249 a194	1	train
e1130 not r249 a194	0	train
e1130 not r249 a195	1	train
e1130 r249 a195	0	train
e4536 not r249 a863	1	train
e4536 r249 a863	0	train
e4536 r249 a862	1	train
e4536 not r249 a862	0	train
e3695 not r249 a535	1	train
e3695 r249 a535	0	train
e3695 r249 a534	1	train
e3695 not r249 a534	0	train
e3825 not r249 a833	1	train
e3825 r249 a833	0	train
e3825 r249 a832	1	train
e3825 not r249 a832	0	train
e2285 not r249 a124	1	train
e2285 r249 a124	0	train
e2285 r249 a125	1	train
e2285 not r249 a125	0	train
e2392 not r249 a484	1	train
e2392 r249 a484	0	train
e2392 r249 a485	1	train
e2392 not r249 a485	0	train
e2426 not r249 a636	1	train
e2426 r249 a636	0	train
e2426 r249 a637	1	train
e2426 not r249 a637	0	train
e4724 r249 a930	1	train
e4724 not r249 a930	0	train
e4724 not r249 a931	1	train
e4724 r249 a931	0	train
e3026 r249 a705	1	train
e3026 not r249 a705	0	train
e3026 not r249 a704	1	train
e3026 r249 a704	0	train
e3677 not r249 a682	1	train
e3677 r249 a682	0	train
e3677 r249 a683	1	train
e3677 not r249 a683	0	train
e4575 r249 a957	1	train
e4575 not r249 a957	0	train
e4575 not r249 a956	1	train
e4575 r249 a956	0	train
e3965 r249 a697	1	train
e3965 not r249 a697	0	train
e3965 not r249 a696	1	train
e3965 r249 a696	0	train
e2458 not r249 a259	1	train
e2458 r249 a259	0	train
e2458 r249 a258	1	train
e2458 not r249 a258	0	train
e2626 r249 a226	1	train
e2626 not r249 a226	0	train
e2626 not r249 a227	1	train
e2626 r249 a227	0	train
e3822 r249 a322	1	train
e3822 not r249 a322	0	train
e3822 not r249 a323	1	train
e3822 r249 a323	0	train
e406 not r249 a842	1	train
e406 r249 a842	0	train
e406 r249 a843	1	train
e406 not r249 a843	0	train
e1257 not r249 a291	1	train
e1257 r249 a291	0	train
e1257 r249 a290	1	train
e1257 not r249 a290	0	train
e447 not r249 a638	1	train
e447 r249 a638	0	train
e447 r249 a639	1	train
e447 not r249 a639	0	train
e1927 not r249 a600	1	train
e1927 r249 a600	0	train
e1927 r249 a601	1	train
e1927 not r249 a601	0	train
e159 not r249 a240	1	train
e159 r249 a240	0	train
e159 r249 a241	1	train
e159 not r249 a241	0	train
e3798 not r249 a761	1	train
e3798 r249 a761	0	train
e3798 r249 a760	1	train
e3798 not r249 a760	0	train
e4003 r249 a837	1	train
e4003 not r249 a837	0	train
e4003 not r249 a836	1	train
e4003 r249 a836	0	train
e4147 r249 a331	1	train
e4147 not r249 a331	0	train
e4147 not r249 a330	1	train
e4147 r249 a330	0	train
e4088 r249 a318	1	train
e4088 not r249 a318	0	train
e4088 not r249 a319	1	train
e4088 r249 a319	0	train
e1326 r249 a464	1	train
e1326 not r249 a464	0	train
e1326 not r249 a465	1	train
e1326 r249 a465	0	train
e918 r249 a886	1	train
e918 not r249 a886	0	train
e918 not r249 a887	1	train
e918 r249 a887	0	train
e4990 r249 a580	1	train
e4990 not r249 a580	0	train
e4990 not r249 a581	1	train
e4990 r249 a581	0	train
e1472 not r249 a712	1	train
e1472 r249 a712	0	train
e1472 r249 a713	1	train
e1472 not r249 a713	0	train
e944 r249 a488	1	train
e944 not r249 a488	0	train
e944 not r249 a489	1	train
e944 r249 a489	0	train
e916 not r249 a912	1	train
e916 r249 a912	0	train
e916 r249 a913	1	train
e916 not r249 a913	0	train
e3914 not r249 a432	1	train
e3914 r249 a432	0	train
e3914 r249 a433	1	train
e3914 not r249 a433	0	train
e835 not r249 a723	1	train
e835 r249 a723	0	train
e835 r249 a722	1	train
e835 not r249 a722	0	train
e733 r249 a141	1	train
e733 not r249 a141	0	train
e733 not r249 a140	1	train
e733 r249 a140	0	train
e4594 r249 a348	1	train
e4594 not r249 a348	0	train
e4594 not r249 a349	1	train
e4594 r249 a349	0	train
e1974 r249 a921	1	train
e1974 not r249 a921	0	train
e1974 not r249 a920	1	train
e1974 r249 a920	0	train
e4924 not r249 a494	1	train
e4924 r249 a494	0	train
e4924 r249 a495	1	train
e4924 not r249 a495	0	train
e3435 not r249 a510	1	train
e3435 r249 a510	0	train
e3435 r249 a511	1	train
e3435 not r249 a511	0	train
e363 r249 a475	1	train
e363 not r249 a475	0	train
e363 not r249 a474	1	train
e363 r249 a474	0	train
e2116 r249 a600	1	train
e2116 not r249 a600	0	train
e2116 not r249 a601	1	train
e2116 r249 a601	0	train
e2811 not r249 a267	1	train
e2811 r249 a267	0	train
e2811 r249 a266	1	train
e2811 not r249 a266	0	train
e4157 not r249 a950	1	train
e4157 r249 a950	0	train
e4157 r249 a951	1	train
e4157 not r249 a951	0	train
e1326 r249 a893	1	train
e1326 not r249 a893	0	train
e1326 not r249 a892	1	train
e1326 r249 a892	0	train
e2203 not r249 a383	1	train
e2203 r249 a383	0	train
e2203 r249 a382	1	train
e2203 not r249 a382	0	train
e2071 not r249 a366	1	train
e2071 r249 a366	0	train
e2071 r249 a367	1	train
e2071 not r249 a367	0	train
e4645 r249 a449	1	train
e4645 not r249 a449	0	train
e4645 not r249 a448	1	train
e4645 r249 a448	0	train
e20 r249 a658	1	train
e20 not r249 a658	0	train
e20 not r249 a659	1	train
e20 r249 a659	0	train
e1546 not r249 a674	1	train
e1546 r249 a674	0	train
e1546 r249 a675	1	train
e1546 not r249 a675	0	train
e2698 r249 a554	1	train
e2698 not r249 a554	0	train
e2698 not r249 a555	1	train
e2698 r249 a555	0	train
e2040 r249 a230	1	train
e2040 not r249 a230	0	train
e2040 not r249 a231	1	train
e2040 r249 a231	0	train
e4421 not r249 a139	1	train
e4421 r249 a139	0	train
e4421 r249 a138	1	train
e4421 not r249 a138	0	train
e4541 not r249 a606	1	train
e4541 r249 a606	0	train
e4541 r249 a607	1	train
e4541 not r249 a607	0	train
e594 r249 a432	1	train
e594 not r249 a432	0	train
e594 not r249 a433	1	train
e594 r249 a433	0	train
e1166 r249 a147	1	train
e1166 not r249 a147	0	train
e1166 not r249 a146	1	train
e1166 r249 a146	0	train
e4841 r249 a354	1	train
e4841 not r249 a354	0	train
e4841 not r249 a355	1	train
e4841 r249 a355	0	train
e2526 r249 a12	1	train
e2526 not r249 a12	0	train
e2526 not r249 a13	1	train
e2526 r249 a13	0	train
e1813 not r249 a260	1	train
e1813 r249 a260	0	train
e1813 r249 a261	1	train
e1813 not r249 a261	0	train
e2563 r249 a739	1	train
e2563 not r249 a739	0	train
e2563 not r249 a738	1	train
e2563 r249 a738	0	train
e4445 r249 a333	1	train
e4445 not r249 a333	0	train
e4445 not r249 a332	1	train
e4445 r249 a332	0	train
e1591 r249 a807	1	train
e1591 not r249 a807	0	train
e1591 not r249 a806	1	train
e1591 r249 a806	0	train
e3813 r249 a388	1	train
e3813 not r249 a388	0	train
e3813 not r249 a389	1	train
e3813 r249 a389	0	train
e3041 not r249 a86	1	train
e3041 r249 a86	0	train
e3041 r249 a87	1	train
e3041 not r249 a87	0	train
e1757 not r249 a957	1	train
e1757 r249 a957	0	train
e1757 r249 a956	1	train
e1757 not r249 a956	0	train
e2789 not r249 a63	1	train
e2789 r249 a63	0	train
e2789 r249 a62	1	train
e2789 not r249 a62	0	train
e4510 not r249 a470	1	train
e4510 r249 a470	0	train
e4510 r249 a471	1	train
e4510 not r249 a471	0	train
e2866 not r249 a381	1	train
e2866 r249 a381	0	train
e2866 r249 a380	1	train
e2866 not r249 a380	0	train
e1896 r249 a960	1	train
e1896 not r249 a960	0	train
e1896 not r249 a961	1	train
e1896 r249 a961	0	train
e2448 r249 a7	1	train
e2448 not r249 a7	0	train
e2448 not r249 a6	1	train
e2448 r249 a6	0	train
e2523 not r249 a860	1	train
e2523 r249 a860	0	train
e2523 r249 a861	1	train
e2523 not r249 a861	0	train
e3379 r249 a247	1	train
e3379 not r249 a247	0	train
e3379 not r249 a246	1	train
e3379 r249 a246	0	train
e2633 not r249 a706	1	train
e2633 r249 a706	0	train
e2633 r249 a707	1	train
e2633 not r249 a707	0	train
e638 r249 a495	1	train
e638 not r249 a495	0	train
e638 not r249 a494	1	train
e638 r249 a494	0	train
e1310 not r249 a347	1	train
e1310 r249 a347	0	train
e1310 r249 a346	1	train
e1310 not r249 a346	0	train
e4705 not r249 a383	1	train
e4705 r249 a383	0	train
e4705 r249 a382	1	train
e4705 not r249 a382	0	train
e1306 r249 a159	1	train
e1306 not r249 a159	0	train
e1306 not r249 a158	1	train
e1306 r249 a158	0	train
e3975 not r249 a840	1	train
e3975 r249 a840	0	train
e3975 r249 a841	1	train
e3975 not r249 a841	0	train
e3746 not r249 a752	1	train
e3746 r249 a752	0	train
e3746 r249 a753	1	train
e3746 not r249 a753	0	train
e2441 not r249 a704	1	train
e2441 r249 a704	0	train
e2441 r249 a705	1	train
e2441 not r249 a705	0	train
e1763 not r249 a466	1	train
e1763 r249 a466	0	train
e1763 r249 a467	1	train
e1763 not r249 a467	0	train
e2476 r249 a297	1	train
e2476 not r249 a297	0	train
e2476 not r249 a296	1	train
e2476 r249 a296	0	train
e3410 not r249 a625	1	train
e3410 r249 a625	0	train
e3410 r249 a624	1	train
e3410 not r249 a624	0	train
e543 not r249 a276	1	train
e543 r249 a276	0	train
e543 r249 a277	1	train
e543 not r249 a277	0	train
e2495 not r249 a3	1	train
e2495 r249 a3	0	train
e2495 r249 a2	1	train
e2495 not r249 a2	0	train
e268 not r249 a318	1	train
e268 r249 a318	0	train
e268 r249 a319	1	train
e268 not r249 a319	0	train
e93 not r249 a299	1	train
e93 r249 a299	0	train
e93 r249 a298	1	train
e93 not r249 a298	0	train
e3785 r249 a579	1	train
e3785 not r249 a579	0	train
e3785 not r249 a578	1	train
e3785 r249 a578	0	train
e869 r249 a377	1	train
e869 not r249 a377	0	train
e869 not r249 a376	1	train
e869 r249 a376	0	train
e4605 r249 a236	1	train
e4605 not r249 a236	0	train
e4605 not r249 a237	1	train
e4605 r249 a237	0	train
e162 r249 a768	1	train
e162 not r249 a768	0	train
e162 not r249 a769	1	train
e162 r249 a769	0	train
e505 r249 a267	1	train
e505 not r249 a267	0	train
e505 not r249 a266	1	train
e505 r249 a266	0	train
e3559 r249 a482	1	train
e3559 not r249 a482	0	train
e3559 not r249 a483	1	train
e3559 r249 a483	0	train
e904 r249 a840	1	train
e904 not r249 a840	0	train
e904 not r249 a841	1	train
e904 r249 a841	0	train
e2368 not r249 a389	1	train
e2368 r249 a389	0	train
e2368 r249 a388	1	train
e2368 not r249 a388	0	train
e915 not r249 a446	1	train
e915 r249 a446	0	train
e915 r249 a447	1	train
e915 not r249 a447	0	train
e2732 r249 a806	1	train
e2732 not r249 a806	0	train
e2732 not r249 a807	1	train
e2732 r249 a807	0	train
e2895 r249 a300	1	train
e2895 not r249 a300	0	train
e2895 not r249 a301	1	train
e2895 r249 a301	0	train
e1480 r249 a136	1	train
e1480 not r249 a136	0	train
e1480 not r249 a137	1	train
e1480 r249 a137	0	train
e3932 not r249 a74	1	train
e3932 r249 a74	0	train
e3932 r249 a75	1	train
e3932 not r249 a75	0	train
e3680 r249 a242	1	train
e3680 not r249 a242	0	train
e3680 not r249 a243	1	train
e3680 r249 a243	0	train
e2520 not r249 a90	1	train
e2520 r249 a90	0	train
e2520 r249 a91	1	train
e2520 not r249 a91	0	train
e246 not r249 a154	1	train
e246 r249 a154	0	train
e246 r249 a155	1	train
e246 not r249 a155	0	train
e1306 r249 a115	1	train
e1306 not r249 a115	0	train
e1306 not r249 a114	1	train
e1306 r249 a114	0	train
e2502 r249 a239	1	train
e2502 not r249 a239	0	train
e2502 not r249 a238	1	train
e2502 r249 a238	0	train
e4602 not r249 a78	1	train
e4602 r249 a78	0	train
e4602 r249 a79	1	train
e4602 not r249 a79	0	train
e4516 not r249 a897	1	train
e4516 r249 a897	0	train
e4516 r249 a896	1	train
e4516 not r249 a896	0	train
e1865 r249 a822	1	train
e1865 not r249 a822	0	train
e1865 not r249 a823	1	train
e1865 r249 a823	0	train
e2193 not r249 a642	1	train
e2193 r249 a642	0	train
e2193 r249 a643	1	train
e2193 not r249 a643	0	train
e3461 r249 a372	1	train
e3461 not r249 a372	0	train
e3461 not r249 a373	1	train
e3461 r249 a373	0	train
e4639 r249 a801	1	train
e4639 not r249 a801	0	train
e4639 not r249 a800	1	train
e4639 r249 a800	0	train
e3244 not r249 a972	1	train
e3244 r249 a972	0	train
e3244 r249 a973	1	train
e3244 not r249 a973	0	train
e4225 not r249 a522	1	train
e4225 r249 a522	0	train
e4225 r249 a523	1	train
e4225 not r249 a523	0	train
e3740 not r249 a87	1	train
e3740 r249 a87	0	train
e3740 r249 a86	1	train
e3740 not r249 a86	0	train
e898 not r249 a791	1	train
e898 r249 a791	0	train
e898 r249 a790	1	train
e898 not r249 a790	0	train
e1534 r249 a506	1	train
e1534 not r249 a506	0	train
e1534 not r249 a507	1	train
e1534 r249 a507	0	train
e2797 not r249 a227	1	train
e2797 r249 a227	0	train
e2797 r249 a226	1	train
e2797 not r249 a226	0	train
e4982 r249 a966	1	train
e4982 not r249 a966	0	train
e4982 not r249 a967	1	train
e4982 r249 a967	0	train
e2290 not r249 a103	1	train
e2290 r249 a103	0	train
e2290 r249 a102	1	train
e2290 not r249 a102	0	train
e2123 r249 a361	1	train
e2123 not r249 a361	0	train
e2123 not r249 a360	1	train
e2123 r249 a360	0	train
e1770 not r249 a961	1	train
e1770 r249 a961	0	train
e1770 r249 a960	1	train
e1770 not r249 a960	0	train
e4456 not r249 a596	1	train
e4456 r249 a596	0	train
e4456 r249 a597	1	train
e4456 not r249 a597	0	train
e205 r249 a878	1	train
e205 not r249 a878	0	train
e205 not r249 a879	1	train
e205 r249 a879	0	train
e1563 not r249 a321	1	train
e1563 r249 a321	0	train
e1563 r249 a320	1	train
e1563 not r249 a320	0	train
e3787 r249 a824	1	train
e3787 not r249 a824	0	train
e3787 not r249 a825	1	train
e3787 r249 a825	0	train
e1908 not r249 a757	1	train
e1908 r249 a757	0	train
e1908 r249 a756	1	train
e1908 not r249 a756	0	train
e3310 not r249 a915	1	train
e3310 r249 a915	0	train
e3310 r249 a914	1	train
e3310 not r249 a914	0	train
e3708 not r249 a605	1	train
e3708 r249 a605	0	train
e3708 r249 a604	1	train
e3708 not r249 a604	0	train
e2795 r249 a584	1	train
e2795 not r249 a584	0	train
e2795 not r249 a585	1	train
e2795 r249 a585	0	train
e3420 not r249 a349	1	train
e3420 r249 a349	0	train
e3420 r249 a348	1	train
e3420 not r249 a348	0	train
e4638 r249 a810	1	train
e4638 not r249 a810	0	train
e4638 not r249 a811	1	train
e4638 r249 a811	0	train
e1516 r249 a869	1	train
e1516 not r249 a869	0	train
e1516 not r249 a868	1	train
e1516 r249 a868	0	train
e4506 not r249 a551	1	train
e4506 r249 a551	0	train
e4506 r249 a550	1	train
e4506 not r249 a550	0	train
e826 not r249 a786	1	train
e826 r249 a786	0	train
e826 r249 a787	1	train
e826 not r249 a787	0	train
e3546 r249 a806	1	train
e3546 not r249 a806	0	train
e3546 not r249 a807	1	train
e3546 r249 a807	0	train
e1429 r249 a127	1	train
e1429 not r249 a127	0	train
e1429 not r249 a126	1	train
e1429 r249 a126	0	train
e2383 not r249 a199	1	train
e2383 r249 a199	0	train
e2383 r249 a198	1	train
e2383 not r249 a198	0	train
e67 not r249 a284	1	train
e67 r249 a284	0	train
e67 r249 a285	1	train
e67 not r249 a285	0	train
e2360 r249 a125	1	train
e2360 not r249 a125	0	train
e2360 not r249 a124	1	train
e2360 r249 a124	0	train
e2342 r249 a935	1	train
e2342 not r249 a935	0	train
e2342 not r249 a934	1	train
e2342 r249 a934	0	train
e819 r249 a793	1	train
e819 not r249 a793	0	train
e819 not r249 a792	1	train
e819 r249 a792	0	train
e308 not r249 a956	1	train
e308 r249 a956	0	train
e308 r249 a957	1	train
e308 not r249 a957	0	train
e4264 r249 a233	1	train
e4264 not r249 a233	0	train
e4264 not r249 a232	1	train
e4264 r249 a232	0	train
e2850 r249 a173	1	train
e2850 not r249 a173	0	train
e2850 not r249 a172	1	train
e2850 r249 a172	0	train
e4965 r249 a915	1	train
e4965 not r249 a915	0	train
e4965 not r249 a914	1	train
e4965 r249 a914	0	train
e2328 r249 a53	1	train
e2328 not r249 a53	0	train
e2328 not r249 a52	1	train
e2328 r249 a52	0	train
e3916 not r249 a81	1	train
e3916 r249 a81	0	train
e3916 r249 a80	1	train
e3916 not r249 a80	0	train
e2246 not r249 a240	1	train
e2246 r249 a240	0	train
e2246 r249 a241	1	train
e2246 not r249 a241	0	train
e4197 r249 a412	1	train
e4197 not r249 a412	0	train
e4197 not r249 a413	1	train
e4197 r249 a413	0	train
e229 not r249 a748	1	train
e229 r249 a748	0	train
e229 r249 a749	1	train
e229 not r249 a749	0	train
e4772 not r249 a809	1	train
e4772 r249 a809	0	train
e4772 r249 a808	1	train
e4772 not r249 a808	0	train
e4275 r249 a541	1	train
e4275 not r249 a541	0	train
e4275 not r249 a540	1	train
e4275 r249 a540	0	train
e1958 r249 a914	1	train
e1958 not r249 a914	0	train
e1958 not r249 a915	1	train
e1958 r249 a915	0	train
e19 r249 a166	1	train
e19 not r249 a166	0	train
e19 not r249 a167	1	train
e19 r249 a167	0	train
e1516 r249 a159	1	train
e1516 not r249 a159	0	train
e1516 not r249 a158	1	train
e1516 r249 a158	0	train
e4973 r249 a664	1	train
e4973 not r249 a664	0	train
e4973 not r249 a665	1	train
e4973 r249 a665	0	train
e2769 r249 a550	1	train
e2769 not r249 a550	0	train
e2769 not r249 a551	1	train
e2769 r249 a551	0	train
e1787 r249 a549	1	train
e1787 not r249 a549	0	train
e1787 not r249 a548	1	train
e1787 r249 a548	0	train
e2042 r249 a315	1	train
e2042 not r249 a315	0	train
e2042 not r249 a314	1	train
e2042 r249 a314	0	train
e4188 r249 a365	1	train
e4188 not r249 a365	0	train
e4188 not r249 a364	1	train
e4188 r249 a364	0	train
e4773 not r249 a574	1	train
e4773 r249 a574	0	train
e4773 r249 a575	1	train
e4773 not r249 a575	0	train
e3459 r249 a754	1	train
e3459 not r249 a754	0	train
e3459 not r249 a755	1	train
e3459 r249 a755	0	train
e1177 not r249 a544	1	train
e1177 r249 a544	0	train
e1177 r249 a545	1	train
e1177 not r249 a545	0	train
e29 r249 a520	1	train
e29 not r249 a520	0	train
e29 not r249 a521	1	train
e29 r249 a521	0	train
e2581 r249 a508	1	train
e2581 not r249 a508	0	train
e2581 not r249 a509	1	train
e2581 r249 a509	0	train
e322 not r249 a727	1	train
e322 r249 a727	0	train
e322 r249 a726	1	train
e322 not r249 a726	0	train
e3121 not r249 a7	1	train
e3121 r249 a7	0	train
e3121 r249 a6	1	train
e3121 not r249 a6	0	train
e4120 not r249 a360	1	train
e4120 r249 a360	0	train
e4120 r249 a361	1	train
e4120 not r249 a361	0	train
e2393 not r249 a108	1	train
e2393 r249 a108	0	train
e2393 r249 a109	1	train
e2393 not r249 a109	0	train
e3849 r249 a988	1	train
e3849 not r249 a988	0	train
e3849 not r249 a989	1	train
e3849 r249 a989	0	train
e1702 r249 a124	1	train
e1702 not r249 a124	0	train
e1702 not r249 a125	1	train
e1702 r249 a125	0	train
e3023 not r249 a505	1	train
e3023 r249 a505	0	train
e3023 r249 a504	1	train
e3023 not r249 a504	0	train
e3520 r249 a819	1	train
e3520 not r249 a819	0	train
e3520 not r249 a818	1	train
e3520 r249 a818	0	train
e795 r249 a83	1	train
e795 not r249 a83	0	train
e795 not r249 a82	1	train
e795 r249 a82	0	train
e2473 not r249 a968	1	train
e2473 r249 a968	0	train
e2473 r249 a969	1	train
e2473 not r249 a969	0	train
e2338 r249 a659	1	train
e2338 not r249 a659	0	train
e2338 not r249 a658	1	train
e2338 r249 a658	0	train
e4600 r249 a650	1	train
e4600 not r249 a650	0	train
e4600 not r249 a651	1	train
e4600 r249 a651	0	train
e1523 r249 a145	1	train
e1523 not r249 a145	0	train
e1523 not r249 a144	1	train
e1523 r249 a144	0	train
e2061 r249 a88	1	train
e2061 not r249 a88	0	train
e2061 not r249 a89	1	train
e2061 r249 a89	0	train
e4801 not r249 a163	1	train
e4801 r249 a163	0	train
e4801 r249 a162	1	train
e4801 not r249 a162	0	train
e1202 not r249 a372	1	train
e1202 r249 a372	0	train
e1202 r249 a373	1	train
e1202 not r249 a373	0	train
e3399 not r249 a242	1	train
e3399 r249 a242	0	train
e3399 r249 a243	1	train
e3399 not r249 a243	0	train
e2267 r249 a120	1	train
e2267 not r249 a120	0	train
e2267 not r249 a121	1	train
e2267 r249 a121	0	train
e1150 r249 a665	1	train
e1150 not r249 a665	0	train
e1150 not r249 a664	1	train
e1150 r249 a664	0	train
e3621 not r249 a222	1	train
e3621 r249 a222	0	train
e3621 r249 a223	1	train
e3621 not r249 a223	0	train
e1651 not r249 a226	1	train
e1651 r249 a226	0	train
e1651 r249 a227	1	train
e1651 not r249 a227	0	train
e883 r249 a125	1	train
e883 not r249 a125	0	train
e883 not r249 a124	1	train
e883 r249 a124	0	train
e4070 not r249 a178	1	train
e4070 r249 a178	0	train
e4070 r249 a179	1	train
e4070 not r249 a179	0	train
e1178 r249 a57	1	train
e1178 not r249 a57	0	train
e1178 not r249 a56	1	train
e1178 r249 a56	0	train
e2090 r249 a785	1	train
e2090 not r249 a785	0	train
e2090 not r249 a784	1	train
e2090 r249 a784	0	train
e2772 r249 a876	1	train
e2772 not r249 a876	0	train
e2772 not r249 a877	1	train
e2772 r249 a877	0	train
e1087 r249 a547	1	train
e1087 not r249 a547	0	train
e1087 not r249 a546	1	train
e1087 r249 a546	0	train
e1203 r249 a619	1	train
