fact	label	source
e912 r68 a121	1	train
e912 not r68 a121	0	train
e912 not r68 a120	1	train
e912 r68 a120	0	train
e4728 not r68 a614	1	train
e4728 r68 a614	0	train
e4728 r68 a615	1	train
e4728 not r68 a615	0	train
e3246 r68 a828	1	train
e3246 not r68 a828	0	train
e3246 not r68 a829	1	train
e3246 r68 a829	0	train
e3578 r68 a60	1	train
e3578 not r68 a60	0	train
e3578 not r68 a61	1	train
e3578 r68 a61	0	train
e2012 not r68 a267	1	train
e2012 r68 a267	0	train
e2012 r68 a266	1	train
e2012 not r68 a266	0	train
e554 not r68 a135	1	train
e554 r68 a135	0	train
e554 r68 a134	1	train
e554 not r68 a134	0	train
e2609 not r68 a188	1	train
e2609 r68 a188	0	train
e2609 r68 a189	1	train
e2609 not r68 a189	0	train
e4934 r68 a764	1	train
e4934 not r68 a764	0	train
e4934 not r68 a765	1	train
e4934 r68 a765	0	train
e2870 r68 a202	1	train
e2870 not r68 a202	0	train
e2870 not r68 a203	1	train
e2870 r68 a203	0	train
e954 r68 a863	1	train
e954 not r68 a863	0	train
e954 not r68 a862	1	train
e954 r68 a862	0	train
e3256 not r68 a147	1	train
e3256 r68 a147	0	train
e3256 r68 a146	1	train
e3256 not r68 a146	0	train
e4704 not r68 a107	1	train
e4704 r68 a107	0	train
e4704 r68 a106	1	train
e4704 not r68 a106	0	train
e175 not r68 a423	1	train
e175 r68 a423	0	train
e175 r68 a422	1	train
e175 not r68 a422	0	train
e1031 r68 a802	1	train
e1031 not r68 a802	0	train
e1031 not r68 a803	1	train
e1031 r68 a803	0	train
e1346 not r68 a636	1	train
e1346 r68 a636	0	train
e1346 r68 a637	1	train
e1346 not r68 a637	0	train
e3796 not r68 a762	1	train
e3796 r68 a762	0	train
e3796 r68 a763	1	train
e3796 not r68 a763	0	train
e827 not r68 a43	1	train
e827 r68 a43	0	train
e827 r68 a42	1	train
e827 not r68 a42	0	train
e1130 not r68 a537	1	train
e1130 r68 a537	0	train
e1130 r68 a536	1	train
e1130 not r68 a536	0	train
e529 r68 a735	1	train
e529 not r68 a735	0	train
e529 not r68 a734	1	train
e529 r68 a734	0	train
e1507 not r68 a221	1	train
e1507 r68 a221	0	train
e1507 r68 a220	1	train
e1507 not r68 a220	0	train
e1929 not r68 a595	1	train
e1929 r68 a595	0	train
e1929 r68 a594	1	train
e1929 not r68 a594	0	train
e3527 r68 a970	1	train
e3527 not r68 a970	0	train
e3527 not r68 a971	1	train
e3527 r68 a971	0	train
e1289 not r68 a134	1	train
e1289 r68 a134	0	train
e1289 r68 a135	1	train
e1289 not r68 a135	0	train
e1661 r68 a495	1	train
e1661 not r68 a495	0	train
e1661 not r68 a494	1	train
e1661 r68 a494	0	train
e807 not r68 a435	1	train
e807 r68 a435	0	train
e807 r68 a434	1	train
e807 not r68 a434	0	train
e464 not r68 a835	1	train
e464 r68 a835	0	train
e464 r68 a834	1	train
e464 not r68 a834	0	train
e2043 r68 a520	1	train
e2043 not r68 a520	0	train
e2043 not r68 a521	1	train
e2043 r68 a521	0	train
e4560 not r68 a164	1	train
e4560 r68 a164	0	train
e4560 r68 a165	1	train
e4560 not r68 a165	0	train
e1324 not r68 a712	1	train
e1324 r68 a712	0	train
e1324 r68 a713	1	train
e1324 not r68 a713	0	train
e2344 not r68 a678	1	train
e2344 r68 a678	0	train
e2344 r68 a679	1	train
e2344 not r68 a679	0	train
e754 r68 a7	1	train
e754 not r68 a7	0	train
e754 not r68 a6	1	train
e754 r68 a6	0	train
e3323 not r68 a612	1	train
e3323 r68 a612	0	train
e3323 r68 a613	1	train
e3323 not r68 a613	0	train
e2227 r68 a238	1	train
e2227 not r68 a238	0	train
e2227 not r68 a239	1	train
e2227 r68 a239	0	train
e2354 not r68 a67	1	train
e2354 r68 a67	0	train
e2354 r68 a66	1	train
e2354 not r68 a66	0	train
e1920 not r68 a815	1	train
e1920 r68 a815	0	train
e1920 r68 a814	1	train
e1920 not r68 a814	0	train
e2268 not r68 a388	1	train
e2268 r68 a388	0	train
e2268 r68 a389	1	train
e2268 not r68 a389	0	train
e1487 r68 a928	1	train
e1487 not r68 a928	0	train
e1487 not r68 a929	1	train
e1487 r68 a929	0	train
e3435 r68 a246	1	train
e3435 not r68 a246	0	train
e3435 not r68 a247	1	train
e3435 r68 a247	0	train
e3432 not r68 a544	1	train
e3432 r68 a544	0	train
e3432 r68 a545	1	train
e3432 not r68 a545	0	train
e421 r68 a645	1	train
e421 not r68 a645	0	train
e421 not r68 a644	1	train
e421 r68 a644	0	train
e2380 not r68 a537	1	train
e2380 r68 a537	0	train
e2380 r68 a536	1	train
e2380 not r68 a536	0	train
e2267 r68 a144	1	train
e2267 not r68 a144	0	train
e2267 not r68 a145	1	train
e2267 r68 a145	0	train
e3328 not r68 a812	1	train
e3328 r68 a812	0	train
e3328 r68 a813	1	train
e3328 not r68 a813	0	train
e1268 not r68 a646	1	train
e1268 r68 a646	0	train
e1268 r68 a647	1	train
e1268 not r68 a647	0	train
e4475 r68 a310	1	train
e4475 not r68 a310	0	train
e4475 not r68 a311	1	train
e4475 r68 a311	0	train
e1722 not r68 a278	1	train
e1722 r68 a278	0	train
e1722 r68 a279	1	train
e1722 not r68 a279	0	train
e1537 not r68 a64	1	train
e1537 r68 a64	0	train
e1537 r68 a65	1	train
e1537 not r68 a65	0	train
e3428 r68 a78	1	train
e3428 not r68 a78	0	train
e3428 not r68 a79	1	train
e3428 r68 a79	0	train
e929 r68 a519	1	train
e929 not r68 a519	0	train
e929 not r68 a518	1	train
e929 r68 a518	0	train
e1790 r68 a231	1	train
e1790 not r68 a231	0	train
e1790 not r68 a230	1	train
e1790 r68 a230	0	train
e3830 r68 a804	1	train
e3830 not r68 a804	0	train
e3830 not r68 a805	1	train
e3830 r68 a805	0	train
e3647 not r68 a406	1	train
e3647 r68 a406	0	train
e3647 r68 a407	1	train
e3647 not r68 a407	0	train
e894 not r68 a743	1	train
e894 r68 a743	0	train
e894 r68 a742	1	train
e894 not r68 a742	0	train
e4662 not r68 a458	1	train
e4662 r68 a458	0	train
e4662 r68 a459	1	train
e4662 not r68 a459	0	train
e4278 r68 a535	1	train
e4278 not r68 a535	0	train
e4278 not r68 a534	1	train
e4278 r68 a534	0	train
e1254 r68 a56	1	train
e1254 not r68 a56	0	train
e1254 not r68 a57	1	train
e1254 r68 a57	0	train
e4580 r68 a85	1	train
e4580 not r68 a85	0	train
e4580 not r68 a84	1	train
e4580 r68 a84	0	train
e942 not r68 a937	1	train
e942 r68 a937	0	train
e942 r68 a936	1	train
e942 not r68 a936	0	train
e2007 r68 a173	1	train
e2007 not r68 a173	0	train
e2007 not r68 a172	1	train
e2007 r68 a172	0	train
e2904 r68 a559	1	train
e2904 not r68 a559	0	train
e2904 not r68 a558	1	train
e2904 r68 a558	0	train
e861 r68 a205	1	train
e861 not r68 a205	0	train
e861 not r68 a204	1	train
e861 r68 a204	0	train
e1886 not r68 a260	1	train
e1886 r68 a260	0	train
e1886 r68 a261	1	train
e1886 not r68 a261	0	train
e247 r68 a716	1	train
e247 not r68 a716	0	train
e247 not r68 a717	1	train
e247 r68 a717	0	train
e2801 not r68 a526	1	train
e2801 r68 a526	0	train
e2801 r68 a527	1	train
e2801 not r68 a527	0	train
e2538 not r68 a281	1	train
e2538 r68 a281	0	train
e2538 r68 a280	1	train
e2538 not r68 a280	0	train
e3497 not r68 a153	1	train
e3497 r68 a153	0	train
e3497 r68 a152	1	train
e3497 not r68 a152	0	train
e4439 r68 a11	1	train
e4439 not r68 a11	0	train
e4439 not r68 a10	1	train
e4439 r68 a10	0	train
e3159 not r68 a860	1	train
e3159 r68 a860	0	train
e3159 r68 a861	1	train
e3159 not r68 a861	0	train
e3398 r68 a259	1	train
e3398 not r68 a259	0	train
e3398 not r68 a258	1	train
e3398 r68 a258	0	train
e4822 not r68 a396	1	train
e4822 r68 a396	0	train
e4822 r68 a397	1	train
e4822 not r68 a397	0	train
e3258 r68 a586	1	train
e3258 not r68 a586	0	train
e3258 not r68 a587	1	train
e3258 r68 a587	0	train
e667 not r68 a696	1	train
e667 r68 a696	0	train
e667 r68 a697	1	train
e667 not r68 a697	0	train
e1889 r68 a318	1	train
e1889 not r68 a318	0	train
e1889 not r68 a319	1	train
e1889 r68 a319	0	train
e3095 not r68 a147	1	train
e3095 r68 a147	0	train
e3095 r68 a146	1	train
e3095 not r68 a146	0	train
e4461 not r68 a481	1	train
e4461 r68 a481	0	train
e4461 r68 a480	1	train
e4461 not r68 a480	0	train
e3811 r68 a982	1	train
e3811 not r68 a982	0	train
e3811 not r68 a983	1	train
e3811 r68 a983	0	train
e2821 not r68 a381	1	train
e2821 r68 a381	0	train
e2821 r68 a380	1	train
e2821 not r68 a380	0	train
e3308 not r68 a409	1	train
e3308 r68 a409	0	train
e3308 r68 a408	1	train
e3308 not r68 a408	0	train
e1769 r68 a453	1	train
e1769 not r68 a453	0	train
e1769 not r68 a452	1	train
e1769 r68 a452	0	train
e4088 r68 a898	1	train
e4088 not r68 a898	0	train
e4088 not r68 a899	1	train
e4088 r68 a899	0	train
e1808 not r68 a645	1	train
e1808 r68 a645	0	train
e1808 r68 a644	1	train
e1808 not r68 a644	0	train
e3158 r68 a110	1	train
e3158 not r68 a110	0	train
e3158 not r68 a111	1	train
e3158 r68 a111	0	train
e2587 not r68 a17	1	train
e2587 r68 a17	0	train
e2587 r68 a16	1	train
e2587 not r68 a16	0	train
e2948 r68 a161	1	train
e2948 not r68 a161	0	train
e2948 not r68 a160	1	train
e2948 r68 a160	0	train
e1858 not r68 a726	1	train
e1858 r68 a726	0	train
e1858 r68 a727	1	train
e1858 not r68 a727	0	train
e192 not r68 a986	1	train
e192 r68 a986	0	train
e192 r68 a987	1	train
e192 not r68 a987	0	train
e1922 not r68 a335	1	train
e1922 r68 a335	0	train
e1922 r68 a334	1	train
e1922 not r68 a334	0	train
e3633 not r68 a724	1	train
e3633 r68 a724	0	train
e3633 r68 a725	1	train
e3633 not r68 a725	0	train
e4742 not r68 a497	1	train
e4742 r68 a497	0	train
e4742 r68 a496	1	train
e4742 not r68 a496	0	train
e4190 not r68 a966	1	train
e4190 r68 a966	0	train
e4190 r68 a967	1	train
e4190 not r68 a967	0	train
e4146 not r68 a586	1	train
e4146 r68 a586	0	train
e4146 r68 a587	1	train
e4146 not r68 a587	0	train
e3168 r68 a219	1	train
e3168 not r68 a219	0	train
e3168 not r68 a218	1	train
e3168 r68 a218	0	train
e416 r68 a942	1	train
e416 not r68 a942	0	train
e416 not r68 a943	1	train
e416 r68 a943	0	train
e4521 not r68 a183	1	train
e4521 r68 a183	0	train
e4521 r68 a182	1	train
e4521 not r68 a182	0	train
e4090 r68 a953	1	train
e4090 not r68 a953	0	train
e4090 not r68 a952	1	train
e4090 r68 a952	0	train
e1518 not r68 a186	1	train
e1518 r68 a186	0	train
e1518 r68 a187	1	train
e1518 not r68 a187	0	train
e2167 r68 a451	1	train
e2167 not r68 a451	0	train
e2167 not r68 a450	1	train
e2167 r68 a450	0	train
e1510 not r68 a813	1	train
e1510 r68 a813	0	train
e1510 r68 a812	1	train
e1510 not r68 a812	0	train
e12 r68 a136	1	train
e12 not r68 a136	0	train
e12 not r68 a137	1	train
e12 r68 a137	0	train
e4583 r68 a884	1	train
e4583 not r68 a884	0	train
e4583 not r68 a885	1	train
e4583 r68 a885	0	train
e4453 r68 a879	1	train
e4453 not r68 a879	0	train
e4453 not r68 a878	1	train
e4453 r68 a878	0	train
e294 r68 a244	1	train
e294 not r68 a244	0	train
e294 not r68 a245	1	train
e294 r68 a245	0	train
e1674 r68 a467	1	train
e1674 not r68 a467	0	train
e1674 not r68 a466	1	train
e1674 r68 a466	0	train
e4088 r68 a157	1	train
e4088 not r68 a157	0	train
e4088 not r68 a156	1	train
e4088 r68 a156	0	train
e1156 r68 a426	1	train
e1156 not r68 a426	0	train
e1156 not r68 a427	1	train
e1156 r68 a427	0	train
e3013 not r68 a777	1	train
e3013 r68 a777	0	train
e3013 r68 a776	1	train
e3013 not r68 a776	0	train
e1949 r68 a124	1	train
e1949 not r68 a124	0	train
e1949 not r68 a125	1	train
e1949 r68 a125	0	train
e1792 not r68 a659	1	train
e1792 r68 a659	0	train
e1792 r68 a658	1	train
e1792 not r68 a658	0	train
e2796 r68 a595	1	train
e2796 not r68 a595	0	train
e2796 not r68 a594	1	train
e2796 r68 a594	0	train
e1789 r68 a788	1	train
e1789 not r68 a788	0	train
e1789 not r68 a789	1	train
e1789 r68 a789	0	train
e2537 not r68 a28	1	train
e2537 r68 a28	0	train
e2537 r68 a29	1	train
e2537 not r68 a29	0	train
e74 not r68 a88	1	train
e74 r68 a88	0	train
e74 r68 a89	1	train
e74 not r68 a89	0	train
e4062 not r68 a913	1	train
e4062 r68 a913	0	train
e4062 r68 a912	1	train
e4062 not r68 a912	0	train
e2012 not r68 a784	1	train
e2012 r68 a784	0	train
e2012 r68 a785	1	train
e2012 not r68 a785	0	train
e1368 r68 a780	1	train
e1368 not r68 a780	0	train
e1368 not r68 a781	1	train
e1368 r68 a781	0	train
e3584 r68 a133	1	train
e3584 not r68 a133	0	train
e3584 not r68 a132	1	train
e3584 r68 a132	0	train
e2833 not r68 a520	1	train
e2833 r68 a520	0	train
e2833 r68 a521	1	train
e2833 not r68 a521	0	train
e3642 r68 a372	1	train
e3642 not r68 a372	0	train
e3642 not r68 a373	1	train
e3642 r68 a373	0	train
e2578 not r68 a985	1	train
e2578 r68 a985	0	train
e2578 r68 a984	1	train
e2578 not r68 a984	0	train
e2271 r68 a962	1	train
e2271 not r68 a962	0	train
e2271 not r68 a963	1	train
e2271 r68 a963	0	train
e750 r68 a229	1	train
e750 not r68 a229	0	train
e750 not r68 a228	1	train
e750 r68 a228	0	train
e1326 r68 a67	1	train
e1326 not r68 a67	0	train
e1326 not r68 a66	1	train
e1326 r68 a66	0	train
e2787 r68 a504	1	train
e2787 not r68 a504	0	train
e2787 not r68 a505	1	train
e2787 r68 a505	0	train
e4338 r68 a392	1	train
e4338 not r68 a392	0	train
e4338 not r68 a393	1	train
e4338 r68 a393	0	train
e741 r68 a194	1	train
e741 not r68 a194	0	train
e741 not r68 a195	1	train
e741 r68 a195	0	train
e4686 not r68 a364	1	train
e4686 r68 a364	0	train
e4686 r68 a365	1	train
e4686 not r68 a365	0	train
e2832 r68 a556	1	train
e2832 not r68 a556	0	train
e2832 not r68 a557	1	train
e2832 r68 a557	0	train
e2419 not r68 a598	1	train
e2419 r68 a598	0	train
e2419 r68 a599	1	train
e2419 not r68 a599	0	train
e4440 r68 a693	1	train
e4440 not r68 a693	0	train
e4440 not r68 a692	1	train
e4440 r68 a692	0	train
e4773 r68 a124	1	train
e4773 not r68 a124	0	train
e4773 not r68 a125	1	train
e4773 r68 a125	0	train
e4803 r68 a639	1	train
e4803 not r68 a639	0	train
e4803 not r68 a638	1	train
e4803 r68 a638	0	train
e4910 not r68 a560	1	train
e4910 r68 a560	0	train
e4910 r68 a561	1	train
e4910 not r68 a561	0	train
e4062 not r68 a695	1	train
e4062 r68 a695	0	train
e4062 r68 a694	1	train
e4062 not r68 a694	0	train
e3248 not r68 a259	1	train
e3248 r68 a259	0	train
e3248 r68 a258	1	train
e3248 not r68 a258	0	train
e770 r68 a864	1	train
e770 not r68 a864	0	train
e770 not r68 a865	1	train
e770 r68 a865	0	train
e476 not r68 a9	1	train
e476 r68 a9	0	train
e476 r68 a8	1	train
e476 not r68 a8	0	train
e3618 r68 a129	1	train
e3618 not r68 a129	0	train
e3618 not r68 a128	1	train
e3618 r68 a128	0	train
e4506 r68 a441	1	train
e4506 not r68 a441	0	train
e4506 not r68 a440	1	train
e4506 r68 a440	0	train
e3080 not r68 a275	1	train
e3080 r68 a275	0	train
e3080 r68 a274	1	train
e3080 not r68 a274	0	train
e49 not r68 a892	1	train
e49 r68 a892	0	train
e49 r68 a893	1	train
e49 not r68 a893	0	train
e4860 not r68 a446	1	train
e4860 r68 a446	0	train
e4860 r68 a447	1	train
e4860 not r68 a447	0	train
e722 not r68 a993	1	train
e722 r68 a993	0	train
e722 r68 a992	1	train
e722 not r68 a992	0	train
e3777 not r68 a103	1	train
e3777 r68 a103	0	train
e3777 r68 a102	1	train
e3777 not r68 a102	0	train
e3462 not r68 a677	1	train
e3462 r68 a677	0	train
e3462 r68 a676	1	train
e3462 not r68 a676	0	train
e4357 not r68 a395	1	train
e4357 r68 a395	0	train
e4357 r68 a394	1	train
e4357 not r68 a394	0	train
e176 r68 a362	1	train
e176 not r68 a362	0	train
e176 not r68 a363	1	train
e176 r68 a363	0	train
e2447 not r68 a621	1	train
e2447 r68 a621	0	train
e2447 r68 a620	1	train
e2447 not r68 a620	0	train
e799 r68 a839	1	train
e799 not r68 a839	0	train
e799 not r68 a838	1	train
e799 r68 a838	0	train
e7 not r68 a31	1	train
e7 r68 a31	0	train
e7 r68 a30	1	train
e7 not r68 a30	0	train
e2268 not r68 a470	1	train
e2268 r68 a470	0	train
e2268 r68 a471	1	train
e2268 not r68 a471	0	train
e3146 not r68 a959	1	train
e3146 r68 a959	0	train
e3146 r68 a958	1	train
e3146 not r68 a958	0	train
e282 r68 a451	1	train
e282 not r68 a451	0	train
e282 not r68 a450	1	train
e282 r68 a450	0	train
e896 not r68 a278	1	train
e896 r68 a278	0	train
e896 r68 a279	1	train
e896 not r68 a279	0	train
e2757 not r68 a162	1	train
e2757 r68 a162	0	train
e2757 r68 a163	1	train
e2757 not r68 a163	0	train
e4385 not r68 a306	1	train
e4385 r68 a306	0	train
e4385 r68 a307	1	train
e4385 not r68 a307	0	train
e4443 r68 a34	1	train
e4443 not r68 a34	0	train
e4443 not r68 a35	1	train
e4443 r68 a35	0	train
e4342 r68 a827	1	train
e4342 not r68 a827	0	train
e4342 not r68 a826	1	train
e4342 r68 a826	0	train
e4285 r68 a427	1	train
e4285 not r68 a427	0	train
e4285 not r68 a426	1	train
e4285 r68 a426	0	train
e911 not r68 a780	1	train
e911 r68 a780	0	train
e911 r68 a781	1	train
e911 not r68 a781	0	train
e213 r68 a147	1	train
e213 not r68 a147	0	train
e213 not r68 a146	1	train
e213 r68 a146	0	train
e232 not r68 a537	1	train
e232 r68 a537	0	train
e232 r68 a536	1	train
e232 not r68 a536	0	train
e189 not r68 a198	1	train
e189 r68 a198	0	train
e189 r68 a199	1	train
e189 not r68 a199	0	train
e4338 not r68 a98	1	train
e4338 r68 a98	0	train
e4338 r68 a99	1	train
e4338 not r68 a99	0	train
e1208 r68 a881	1	train
e1208 not r68 a881	0	train
e1208 not r68 a880	1	train
e1208 r68 a880	0	train
e4234 r68 a434	1	train
e4234 not r68 a434	0	train
e4234 not r68 a435	1	train
e4234 r68 a435	0	train
e4066 not r68 a777	1	train
e4066 r68 a777	0	train
e4066 r68 a776	1	train
e4066 not r68 a776	0	train
e3345 not r68 a455	1	train
