fact	label	source
e4469 not r2 a321	1	train
e4469 r2 a321	0	train
e1143 r2 a298	1	train
e1143 not r2 a298	0	train
e1143 not r2 a299	1	train
e1143 r2 a299	0	train
e3999 r2 a267	1	train
e3999 not r2 a267	0	train
e3999 not r2 a266	1	train
e3999 r2 a266	0	train
e2232 not r2 a432	1	train
e2232 r2 a432	0	train
e2232 r2 a433	1	train
e2232 not r2 a433	0	train
e4044 r2 a92	1	train
e4044 not r2 a92	0	train
e4044 not r2 a93	1	train
e4044 r2 a93	0	train
e534 not r2 a484	1	train
e534 r2 a484	0	train
e534 r2 a485	1	train
e534 not r2 a485	0	train
e427 r2 a158	1	train
e427 not r2 a158	0	train
e427 not r2 a159	1	train
e427 r2 a159	0	train
e1811 r2 a305	1	train
e1811 not r2 a305	0	train
e1811 not r2 a304	1	train
e1811 r2 a304	0	train
e2777 not r2 a104	1	train
e2777 r2 a104	0	train
e2777 r2 a105	1	train
e2777 not r2 a105	0	train
e3931 r2 a99	1	train
e3931 not r2 a99	0	train
e3931 not r2 a98	1	train
e3931 r2 a98	0	train
e1992 not r2 a485	1	train
e1992 r2 a485	0	train
e1992 r2 a484	1	train
e1992 not r2 a484	0	train
e4430 not r2 a137	1	train
e4430 r2 a137	0	train
e4430 r2 a136	1	train
e4430 not r2 a136	0	train
e91 not r2 a357	1	train
e91 r2 a357	0	train
e91 r2 a356	1	train
e91 not r2 a356	0	train
e4421 not r2 a232	1	train
e4421 r2 a232	0	train
e4421 r2 a233	1	train
e4421 not r2 a233	0	train
e1203 r2 a498	1	train
e1203 not r2 a498	0	train
e1203 not r2 a499	1	train
e1203 r2 a499	0	train
e358 not r2 a17	1	train
e358 r2 a17	0	train
e358 r2 a16	1	train
e358 not r2 a16	0	train
e4739 r2 a157	1	train
e4739 not r2 a157	0	train
e4739 not r2 a156	1	train
e4739 r2 a156	0	train
e2446 not r2 a483	1	train
e2446 r2 a483	0	train
e2446 r2 a482	1	train
e2446 not r2 a482	0	train
e4227 r2 a28	1	train
e4227 not r2 a28	0	train
e4227 not r2 a29	1	train
e4227 r2 a29	0	train
e2588 r2 a112	1	train
e2588 not r2 a112	0	train
e2588 not r2 a113	1	train
e2588 r2 a113	0	train
e24 r2 a251	1	train
e24 not r2 a251	0	train
e24 not r2 a250	1	train
e24 r2 a250	0	train
e1492 r2 a14	1	train
e1492 not r2 a14	0	train
e1492 not r2 a15	1	train
e1492 r2 a15	0	train
e4081 r2 a362	1	train
e4081 not r2 a362	0	train
e4081 not r2 a363	1	train
e4081 r2 a363	0	train
e4685 r2 a329	1	train
e4685 not r2 a329	0	train
e4685 not r2 a328	1	train
e4685 r2 a328	0	train
e4854 r2 a429	1	train
e4854 not r2 a429	0	train
e4854 not r2 a428	1	train
e4854 r2 a428	0	train
e4579 r2 a244	1	train
e4579 not r2 a244	0	train
e4579 not r2 a245	1	train
e4579 r2 a245	0	train
e762 r2 a488	1	train
e762 not r2 a488	0	train
e762 not r2 a489	1	train
e762 r2 a489	0	train
e280 r2 a493	1	train
e280 not r2 a493	0	train
e280 not r2 a492	1	train
e280 r2 a492	0	train
e641 r2 a289	1	train
e641 not r2 a289	0	train
e641 not r2 a288	1	train
e641 r2 a288	0	train
e4857 not r2 a403	1	train
e4857 r2 a403	0	train
e4857 r2 a402	1	train
e4857 not r2 a402	0	train
e2347 not r2 a128	1	train
e2347 r2 a128	0	train
e2347 r2 a129	1	train
e2347 not r2 a129	0	train
e4574 r2 a467	1	train
e4574 not r2 a467	0	train
e4574 not r2 a466	1	train
e4574 r2 a466	0	train
e434 not r2 a28	1	train
e434 r2 a28	0	train
e434 r2 a29	1	train
e434 not r2 a29	0	train
e543 r2 a338	1	train
e543 not r2 a338	0	train
e543 not r2 a339	1	train
e543 r2 a339	0	train
e581 r2 a167	1	train
e581 not r2 a167	0	train
e581 not r2 a166	1	train
e581 r2 a166	0	train
e2663 not r2 a168	1	train
e2663 r2 a168	0	train
e2663 r2 a169	1	train
e2663 not r2 a169	0	train
e4503 r2 a69	1	train
e4503 not r2 a69	0	train
e4503 not r2 a68	1	train
e4503 r2 a68	0	train
e2756 r2 a106	1	train
e2756 not r2 a106	0	train
e2756 not r2 a107	1	train
e2756 r2 a107	0	train
e1924 not r2 a4	1	train
e1924 r2 a4	0	train
e1924 r2 a5	1	train
e1924 not r2 a5	0	train
e2175 not r2 a378	1	train
e2175 r2 a378	0	train
e2175 r2 a379	1	train
e2175 not r2 a379	0	train
e1872 not r2 a402	1	train
e1872 r2 a402	0	train
e1872 r2 a403	1	train
e1872 not r2 a403	0	train
e1588 not r2 a458	1	train
e1588 r2 a458	0	train
e1588 r2 a459	1	train
e1588 not r2 a459	0	train
e3384 r2 a245	1	train
e3384 not r2 a245	0	train
e3384 not r2 a244	1	train
e3384 r2 a244	0	train
e791 not r2 a356	1	train
e791 r2 a356	0	train
e791 r2 a357	1	train
e791 not r2 a357	0	train
e829 r2 a109	1	train
e829 not r2 a109	0	train
e829 not r2 a108	1	train
e829 r2 a108	0	train
e1439 r2 a44	1	train
e1439 not r2 a44	0	train
e1439 not r2 a45	1	train
e1439 r2 a45	0	train
e4180 r2 a156	1	train
e4180 not r2 a156	0	train
e4180 not r2 a157	1	train
e4180 r2 a157	0	train
e1836 not r2 a123	1	train
e1836 r2 a123	0	train
e1836 r2 a122	1	train
e1836 not r2 a122	0	train
e3899 not r2 a39	1	train
e3899 r2 a39	0	train
e3899 r2 a38	1	train
e3899 not r2 a38	0	train
e4113 r2 a261	1	train
e4113 not r2 a261	0	train
e4113 not r2 a260	1	train
e4113 r2 a260	0	train
e3260 not r2 a126	1	train
e3260 r2 a126	0	train
e3260 r2 a127	1	train
e3260 not r2 a127	0	train
e1839 r2 a98	1	train
e1839 not r2 a98	0	train
e1839 not r2 a99	1	train
e1839 r2 a99	0	train
e2743 r2 a185	1	train
e2743 not r2 a185	0	train
e2743 not r2 a184	1	train
e2743 r2 a184	0	train
e1092 r2 a196	1	train
e1092 not r2 a196	0	train
e1092 not r2 a197	1	train
e1092 r2 a197	0	train
e4164 r2 a81	1	train
e4164 not r2 a81	0	train
e4164 not r2 a80	1	train
e4164 r2 a80	0	train
e2095 r2 a247	1	train
e2095 not r2 a247	0	train
e2095 not r2 a246	1	train
e2095 r2 a246	0	train
e439 not r2 a344	1	train
e439 r2 a344	0	train
e439 r2 a345	1	train
e439 not r2 a345	0	train
e1048 not r2 a215	1	train
e1048 r2 a215	0	train
e1048 r2 a214	1	train
e1048 not r2 a214	0	train
e3086 r2 a266	1	train
e3086 not r2 a266	0	train
e3086 not r2 a267	1	train
e3086 r2 a267	0	train
e4512 not r2 a196	1	train
e4512 r2 a196	0	train
e4512 r2 a197	1	train
e4512 not r2 a197	0	train
e3524 r2 a408	1	train
e3524 not r2 a408	0	train
e3524 not r2 a409	1	train
e3524 r2 a409	0	train
e3167 r2 a318	1	train
e3167 not r2 a318	0	train
e3167 not r2 a319	1	train
e3167 r2 a319	0	train
e4088 r2 a432	1	train
e4088 not r2 a432	0	train
e4088 not r2 a433	1	train
e4088 r2 a433	0	train
e1226 r2 a454	1	train
e1226 not r2 a454	0	train
e1226 not r2 a455	1	train
e1226 r2 a455	0	train
e2551 not r2 a378	1	train
e2551 r2 a378	0	train
e2551 r2 a379	1	train
e2551 not r2 a379	0	train
e2838 not r2 a168	1	train
e2838 r2 a168	0	train
e2838 r2 a169	1	train
e2838 not r2 a169	0	train
e4683 not r2 a378	1	train
e4683 r2 a378	0	train
e4683 r2 a379	1	train
e4683 not r2 a379	0	train
e547 r2 a129	1	train
e547 not r2 a129	0	train
e547 not r2 a128	1	train
e547 r2 a128	0	train
e434 not r2 a371	1	train
e434 r2 a371	0	train
e434 r2 a370	1	train
e434 not r2 a370	0	train
e314 not r2 a295	1	train
e314 r2 a295	0	train
e314 r2 a294	1	train
e314 not r2 a294	0	train
e3823 not r2 a397	1	train
e3823 r2 a397	0	train
e3823 r2 a396	1	train
e3823 not r2 a396	0	train
e3277 not r2 a259	1	train
e3277 r2 a259	0	train
e3277 r2 a258	1	train
e3277 not r2 a258	0	train
e4818 r2 a423	1	train
e4818 not r2 a423	0	train
e4818 not r2 a422	1	train
e4818 r2 a422	0	train
e1067 not r2 a337	1	train
e1067 r2 a337	0	train
e1067 r2 a336	1	train
e1067 not r2 a336	0	train
e3619 r2 a61	1	train
e3619 not r2 a61	0	train
e3619 not r2 a60	1	train
e3619 r2 a60	0	train
e4588 not r2 a253	1	train
e4588 r2 a253	0	train
e4588 r2 a252	1	train
e4588 not r2 a252	0	train
e4022 r2 a456	1	train
e4022 not r2 a456	0	train
e4022 not r2 a457	1	train
e4022 r2 a457	0	train
e1593 not r2 a27	1	train
e1593 r2 a27	0	train
e1593 r2 a26	1	train
e1593 not r2 a26	0	train
e4800 r2 a11	1	train
e4800 not r2 a11	0	train
e4800 not r2 a10	1	train
e4800 r2 a10	0	train
e231 r2 a92	1	train
e231 not r2 a92	0	train
e231 not r2 a93	1	train
e231 r2 a93	0	train
e3690 r2 a402	1	train
e3690 not r2 a402	0	train
e3690 not r2 a403	1	train
e3690 r2 a403	0	train
e1657 r2 a12	1	train
e1657 not r2 a12	0	train
e1657 not r2 a13	1	train
e1657 r2 a13	0	train
e3011 not r2 a277	1	train
e3011 r2 a277	0	train
e3011 r2 a276	1	train
e3011 not r2 a276	0	train
e3980 not r2 a486	1	train
e3980 r2 a486	0	train
e3980 r2 a487	1	train
e3980 not r2 a487	0	train
e523 not r2 a253	1	train
e523 r2 a253	0	train
e523 r2 a252	1	train
e523 not r2 a252	0	train
e984 r2 a191	1	train
e984 not r2 a191	0	train
e984 not r2 a190	1	train
e984 r2 a190	0	train
e2324 not r2 a120	1	train
e2324 r2 a120	0	train
e2324 r2 a121	1	train
e2324 not r2 a121	0	train
e3526 not r2 a147	1	train
e3526 r2 a147	0	train
e3526 r2 a146	1	train
e3526 not r2 a146	0	train
e3284 not r2 a10	1	train
e3284 r2 a10	0	train
e3284 r2 a11	1	train
e3284 not r2 a11	0	train
e4021 r2 a321	1	train
e4021 not r2 a321	0	train
e4021 not r2 a320	1	train
e4021 r2 a320	0	train
e351 r2 a9	1	train
e351 not r2 a9	0	train
e351 not r2 a8	1	train
e351 r2 a8	0	train
e652 r2 a65	1	train
e652 not r2 a65	0	train
e652 not r2 a64	1	train
e652 r2 a64	0	train
e3768 not r2 a52	1	train
e3768 r2 a52	0	train
e3768 r2 a53	1	train
e3768 not r2 a53	0	train
e2495 not r2 a422	1	train
e2495 r2 a422	0	train
e2495 r2 a423	1	train
e2495 not r2 a423	0	train
e1790 not r2 a47	1	train
e1790 r2 a47	0	train
e1790 r2 a46	1	train
e1790 not r2 a46	0	train
e1185 r2 a191	1	train
e1185 not r2 a191	0	train
e1185 not r2 a190	1	train
e1185 r2 a190	0	train
e4088 r2 a453	1	train
e4088 not r2 a453	0	train
e4088 not r2 a452	1	train
e4088 r2 a452	0	train
e18 not r2 a236	1	train
e18 r2 a236	0	train
e18 r2 a237	1	train
e18 not r2 a237	0	train
e3299 r2 a229	1	train
e3299 not r2 a229	0	train
e3299 not r2 a228	1	train
e3299 r2 a228	0	train
e4134 not r2 a306	1	train
e4134 r2 a306	0	train
e4134 r2 a307	1	train
e4134 not r2 a307	0	train
e858 not r2 a338	1	train
e858 r2 a338	0	train
e858 r2 a339	1	train
e858 not r2 a339	0	train
e683 not r2 a444	1	train
e683 r2 a444	0	train
e683 r2 a445	1	train
e683 not r2 a445	0	train
e1473 not r2 a342	1	train
e1473 r2 a342	0	train
e1473 r2 a343	1	train
e1473 not r2 a343	0	train
e3846 r2 a151	1	train
e3846 not r2 a151	0	train
e3846 not r2 a150	1	train
e3846 r2 a150	0	train
e4241 not r2 a171	1	train
e4241 r2 a171	0	train
e4241 r2 a170	1	train
e4241 not r2 a170	0	train
e968 not r2 a277	1	train
e968 r2 a277	0	train
e968 r2 a276	1	train
e968 not r2 a276	0	train
e4637 r2 a105	1	train
e4637 not r2 a105	0	train
e4637 not r2 a104	1	train
e4637 r2 a104	0	train
e589 r2 a492	1	train
e589 not r2 a492	0	train
e589 not r2 a493	1	train
e589 r2 a493	0	train
e2565 not r2 a478	1	train
e2565 r2 a478	0	train
e2565 r2 a479	1	train
e2565 not r2 a479	0	train
e3238 r2 a387	1	train
e3238 not r2 a387	0	train
e3238 not r2 a386	1	train
e3238 r2 a386	0	train
e1836 r2 a30	1	train
e1836 not r2 a30	0	train
e1836 not r2 a31	1	train
e1836 r2 a31	0	train
e4486 not r2 a311	1	train
e4486 r2 a311	0	train
e4486 r2 a310	1	train
e4486 not r2 a310	0	train
e20 not r2 a383	1	train
e20 r2 a383	0	train
e20 r2 a382	1	train
e20 not r2 a382	0	train
e4188 r2 a486	1	train
e4188 not r2 a486	0	train
e4188 not r2 a487	1	train
e4188 r2 a487	0	train
e2760 not r2 a377	1	train
e2760 r2 a377	0	train
e2760 r2 a376	1	train
e2760 not r2 a376	0	train
e280 r2 a271	1	train
e280 not r2 a271	0	train
e280 not r2 a270	1	train
e280 r2 a270	0	train
e2241 not r2 a499	1	train
e2241 r2 a499	0	train
e2241 r2 a498	1	train
e2241 not r2 a498	0	train
e4261 not r2 a54	1	train
e4261 r2 a54	0	train
e4261 r2 a55	1	train
e4261 not r2 a55	0	train
e2516 r2 a11	1	train
e2516 not r2 a11	0	train
e2516 not r2 a10	1	train
e2516 r2 a10	0	train
e1539 r2 a103	1	train
e1539 not r2 a103	0	train
e1539 not r2 a102	1	train
e1539 r2 a102	0	train
e2990 not r2 a288	1	train
e2990 r2 a288	0	train
e2990 r2 a289	1	train
e2990 not r2 a289	0	train
e2796 not r2 a88	1	train
e2796 r2 a88	0	train
e2796 r2 a89	1	train
e2796 not r2 a89	0	train
e4486 r2 a76	1	train
e4486 not r2 a76	0	train
e4486 not r2 a77	1	train
e4486 r2 a77	0	train
e3547 not r2 a216	1	train
e3547 r2 a216	0	train
e3547 r2 a217	1	train
e3547 not r2 a217	0	train
e3714 r2 a193	1	train
e3714 not r2 a193	0	train
e3714 not r2 a192	1	train
e3714 r2 a192	0	train
e3706 r2 a387	1	train
e3706 not r2 a387	0	train
e3706 not r2 a386	1	train
e3706 r2 a386	0	train
e3433 r2 a155	1	train
e3433 not r2 a155	0	train
e3433 not r2 a154	1	train
e3433 r2 a154	0	train
e4294 not r2 a104	1	train
e4294 r2 a104	0	train
e4294 r2 a105	1	train
e4294 not r2 a105	0	train
e3500 not r2 a6	1	train
e3500 r2 a6	0	train
e3500 r2 a7	1	train
e3500 not r2 a7	0	train
e924 r2 a485	1	train
e924 not r2 a485	0	train
e924 not r2 a484	1	train
e924 r2 a484	0	train
e3255 not r2 a153	1	train
e3255 r2 a153	0	train
e3255 r2 a152	1	train
e3255 not r2 a152	0	train
e4258 r2 a200	1	train
e4258 not r2 a200	0	train
e4258 not r2 a201	1	train
e4258 r2 a201	0	train
e167 r2 a231	1	train
e167 not r2 a231	0	train
e167 not r2 a230	1	train
e167 r2 a230	0	train
e1294 not r2 a77	1	train
e1294 r2 a77	0	train
e1294 r2 a76	1	train
e1294 not r2 a76	0	train
e2761 not r2 a74	1	train
e2761 r2 a74	0	train
e2761 r2 a75	1	train
e2761 not r2 a75	0	train
e3189 r2 a272	1	train
e3189 not r2 a272	0	train
e3189 not r2 a273	1	train
e3189 r2 a273	0	train
e4575 r2 a388	1	train
e4575 not r2 a388	0	train
e4575 not r2 a389	1	train
e4575 r2 a389	0	train
e2256 r2 a39	1	train
e2256 not r2 a39	0	train
e2256 not r2 a38	1	train
e2256 r2 a38	0	train
e2217 r2 a357	1	train
e2217 not r2 a357	0	train
e2217 not r2 a356	1	train
e2217 r2 a356	0	train
e4428 r2 a168	1	train
e4428 not r2 a168	0	train
e4428 not r2 a169	1	train
e4428 r2 a169	0	train
e1120 r2 a27	1	train
e1120 not r2 a27	0	train
e1120 not r2 a26	1	train
e1120 r2 a26	0	train
e606 not r2 a420	1	train
e606 r2 a420	0	train
e606 r2 a421	1	train
e606 not r2 a421	0	train
e1710 not r2 a40	1	train
e1710 r2 a40	0	train
e1710 r2 a41	1	train
e1710 not r2 a41	0	train
e4463 not r2 a269	1	train
e4463 r2 a269	0	train
e4463 r2 a268	1	train
e4463 not r2 a268	0	train
e2387 not r2 a371	1	train
e2387 r2 a371	0	train
e2387 r2 a370	1	train
e2387 not r2 a370	0	train
e663 r2 a158	1	train
e663 not r2 a158	0	train
e663 not r2 a159	1	train
e663 r2 a159	0	train
e2513 r2 a124	1	train
e2513 not r2 a124	0	train
e2513 not r2 a125	1	train
e2513 r2 a125	0	train
e661 r2 a281	1	train
e661 not r2 a281	0	train
e661 not r2 a280	1	train
e661 r2 a280	0	train
e4737 r2 a215	1	train
e4737 not r2 a215	0	train
e4737 not r2 a214	1	train
e4737 r2 a214	0	train
e4845 r2 a492	1	train
e4845 not r2 a492	0	train
e4845 not r2 a493	1	train
e4845 r2 a493	0	train
e3605 r2 a53	1	train
e3605 not r2 a53	0	train
e3605 not r2 a52	1	train
e3605 r2 a52	0	train
e4326 not r2 a191	1	train
e4326 r2 a191	0	train
e4326 r2 a190	1	train
e4326 not r2 a190	0	train
e2552 r2 a241	1	train
e2552 not r2 a241	0	train
e2552 not r2 a240	1	train
e2552 r2 a240	0	train
e1633 r2 a487	1	train
e1633 not r2 a487	0	train
e1633 not r2 a486	1	train
e1633 r2 a486	0	train
e3425 r2 a482	1	train
e3425 not r2 a482	0	train
e3425 not r2 a483	1	train
e3425 r2 a483	0	train
e2166 not r2 a92	1	train
e2166 r2 a92	0	train
e2166 r2 a93	1	train
e2166 not r2 a93	0	train
e2841 not r2 a5	1	train
e2841 r2 a5	0	train
e2841 r2 a4	1	train
e2841 not r2 a4	0	train
e1424 not r2 a77	1	train
e1424 r2 a77	0	train
e1424 r2 a76	1	train
e1424 not r2 a76	0	train
e4232 r2 a100	1	train
e4232 not r2 a100	0	train
e4232 not r2 a101	1	train
e4232 r2 a101	0	train
e4635 r2 a341	1	train
e4635 not r2 a341	0	train
e4635 not r2 a340	1	train
e4635 r2 a340	0	train
e3678 r2 a427	1	train
e3678 not r2 a427	0	train
e3678 not r2 a426	1	train
e3678 r2 a426	0	train
e1335 not r2 a252	1	train
e1335 r2 a252	0	train
e1335 r2 a253	1	train
e1335 not r2 a253	0	train
e4087 r2 a25	1	train
e4087 not r2 a25	0	train
e4087 not r2 a24	1	train
e4087 r2 a24	0	train
e4959 not r2 a453	1	train
e4959 r2 a453	0	train
e4959 r2 a452	1	train
e4959 not r2 a452	0	train
e4116 r2 a317	1	train
e4116 not r2 a317	0	train
e4116 not r2 a316	1	train
e4116 r2 a316	0	train
e2587 r2 a37	1	train
e2587 not r2 a37	0	train
e2587 not r2 a36	1	train
e2587 r2 a36	0	train
e2474 r2 a5	1	train
e2474 not r2 a5	0	train
e2474 not r2 a4	1	train
e2474 r2 a4	0	train
e351 not r2 a275	1	train
e351 r2 a275	0	train
e351 r2 a274	1	train
e351 not r2 a274	0	train
e168 not r2 a296	1	train
e168 r2 a296	0	train
e168 r2 a297	1	train
e168 not r2 a297	0	train
e4216 not r2 a367	1	train
e4216 r2 a367	0	train
e4216 r2 a366	1	train
e4216 not r2 a366	0	train
e286 not r2 a401	1	train
e286 r2 a401	0	train
e286 r2 a400	1	train
e286 not r2 a400	0	train
e3195 not r2 a412	1	train
e3195 r2 a412	0	train
e3195 r2 a413	1	train
e3195 not r2 a413	0	train
e1491 not r2 a413	1	train
e1491 r2 a413	0	train
e1491 r2 a412	1	train
e1491 not r2 a412	0	train
e1891 r2 a295	1	train
e1891 not r2 a295	0	train
e1891 not r2 a294	1	train
e1891 r2 a294	0	train
e3519 r2 a32	1	train
e3519 not r2 a32	0	train
e3519 not r2 a33	1	train
e3519 r2 a33	0	train
e95 not r2 a429	1	train
e95 r2 a429	0	train
e95 r2 a428	1	train
e95 not r2 a428	0	train
e1915 r2 a164	1	train
e1915 not r2 a164	0	train
e1915 not r2 a165	1	train
e1915 r2 a165	0	train
e4035 not r2 a234	1	train
e4035 r2 a234	0	train
e4035 r2 a235	1	train
e4035 not r2 a235	0	train
e2390 r2 a113	1	train
e2390 not r2 a113	0	train
e2390 not r2 a112	1	train
e2390 r2 a112	0	train
e1682 not r2 a9	1	train
e1682 r2 a9	0	train
e1682 r2 a8	1	train
e1682 not r2 a8	0	train
e2249 r2 a312	1	train
e2249 not r2 a312	0	train
e2249 not r2 a313	1	train
e2249 r2 a313	0	train
e484 not r2 a186	1	train
e484 r2 a186	0	train
e484 r2 a187	1	train
e484 not r2 a187	0	train
e1691 not r2 a403	1	train
e1691 r2 a403	0	train
e1691 r2 a402	1	train
e1691 not r2 a402	0	train
e4846 not r2 a182	1	train
e4846 r2 a182	0	train
e4846 r2 a183	1	train
e4846 not r2 a183	0	train
e4634 r2 a298	1	train
e4634 not r2 a298	0	train
e4634 not r2 a299	1	train
e4634 r2 a299	0	train
e1221 not r2 a228	1	train
e1221 r2 a228	0	train
e1221 r2 a229	1	train
e1221 not r2 a229	0	train
e1162 r2 a65	1	train
e1162 not r2 a65	0	train
e1162 not r2 a64	1	train
e1162 r2 a64	0	train
e3115 r2 a141	1	train
e3115 not r2 a141	0	train
e3115 not r2 a140	1	train
e3115 r2 a140	0	train
e4803 not r2 a192	1	train
e4803 r2 a192	0	train
e4803 r2 a193	1	train
e4803 not r2 a193	0	train
e1612 not r2 a111	1	train
e1612 r2 a111	0	train
e1612 r2 a110	1	train
e1612 not r2 a110	0	train
e4688 not r2 a204	1	train
e4688 r2 a204	0	train
e4688 r2 a205	1	train
e4688 not r2 a205	0	train
e3548 not r2 a112	1	train
e3548 r2 a112	0	train
e3548 r2 a113	1	train
e3548 not r2 a113	0	train
e3027 not r2 a286	1	train
e3027 r2 a286	0	train
e3027 r2 a287	1	train
e3027 not r2 a287	0	train
e1129 not r2 a341	1	train
e1129 r2 a341	0	train
e1129 r2 a340	1	train
e1129 not r2 a340	0	train
e2967 r2 a218	1	train
e2967 not r2 a218	0	train
e2967 not r2 a219	1	train
e2967 r2 a219	0	train
e3963 r2 a20	1	train
e3963 not r2 a20	0	train
e3963 not r2 a21	1	train
e3963 r2 a21	0	train
e12 not r2 a345	1	train
e12 r2 a345	0	train
e12 r2 a344	1	train
e12 not r2 a344	0	train
e3510 r2 a452	1	train
e3510 not r2 a452	0	train
e3510 not r2 a453	1	train
e3510 r2 a453	0	train
e2417 r2 a303	1	train
e2417 not r2 a303	0	train
e2417 not r2 a302	1	train
e2417 r2 a302	0	train
e613 not r2 a485	1	train
e613 r2 a485	0	train
e613 r2 a484	1	train
e613 not r2 a484	0	train
e2484 r2 a31	1	train
e2484 not r2 a31	0	train
e2484 not r2 a30	1	train
e2484 r2 a30	0	train
e705 r2 a92	1	train
e705 not r2 a92	0	train
e705 not r2 a93	1	train
e705 r2 a93	0	train
e2452 r2 a214	1	train
e2452 not r2 a214	0	train
e2452 not r2 a215	1	train
e2452 r2 a215	0	train
e1844 not r2 a346	1	train
e1844 r2 a346	0	train
e1844 r2 a347	1	train
e1844 not r2 a347	0	train
e3872 r2 a396	1	train
e3872 not r2 a396	0	train
e3872 not r2 a397	1	train
e3872 r2 a397	0	train
e1508 r2 a460	1	train
e1508 not r2 a460	0	train
e1508 not r2 a461	1	train
e1508 r2 a461	0	train
e3568 not r2 a306	1	train
e3568 r2 a306	0	train
e3568 r2 a307	1	train
e3568 not r2 a307	0	train
e1618 not r2 a343	1	train
e1618 r2 a343	0	train
e1618 r2 a342	1	train
e1618 not r2 a342	0	train
e2262 not r2 a52	1	train
e2262 r2 a52	0	train
e2262 r2 a53	1	train
e2262 not r2 a53	0	train
e2594 not r2 a425	1	train
e2594 r2 a425	0	train
e2594 r2 a424	1	train
e2594 not r2 a424	0	train
e2447 not r2 a258	1	train
e2447 r2 a258	0	train
e2447 r2 a259	1	train
e2447 not r2 a259	0	train
e3924 r2 a235	1	train
e3924 not r2 a235	0	train
e3924 not r2 a234	1	train
e3924 r2 a234	0	train
e4396 not r2 a473	1	train
e4396 r2 a473	0	train
e4396 r2 a472	1	train
e4396 not r2 a472	0	train
e4511 not r2 a77	1	train
e4511 r2 a77	0	train
e4511 r2 a76	1	train
e4511 not r2 a76	0	train
e4872 not r2 a211	1	train
e4872 r2 a211	0	train
e4872 r2 a210	1	train
e4872 not r2 a210	0	train
e3522 not r2 a91	1	train
e3522 r2 a91	0	train
e3522 r2 a90	1	train
e3522 not r2 a90	0	train
e2242 r2 a31	1	train
e2242 not r2 a31	0	train
e2242 not r2 a30	1	train
e2242 r2 a30	0	train
e4582 r2 a15	1	train
e4582 not r2 a15	0	train
e4582 not r2 a14	1	train
e4582 r2 a14	0	train
e4724 not r2 a316	1	train
e4724 r2 a316	0	train
e4724 r2 a317	1	train
e4724 not r2 a317	0	train
e1715 not r2 a69	1	train
e1715 r2 a69	0	train
e1715 r2 a68	1	train
e1715 not r2 a68	0	train
e1821 r2 a363	1	train
e1821 not r2 a363	0	train
e1821 not r2 a362	1	train
e1821 r2 a362	0	train
e2691 not r2 a436	1	train
e2691 r2 a436	0	train
e2691 r2 a437	1	train
e2691 not r2 a437	0	train
e4629 r2 a21	1	train
e4629 not r2 a21	0	train
e4629 not r2 a20	1	train
e4629 r2 a20	0	train
e3438 r2 a47	1	train
e3438 not r2 a47	0	train
e3438 not r2 a46	1	train
e3438 r2 a46	0	train
e2189 r2 a249	1	train
e2189 not r2 a249	0	train
e2189 not r2 a248	1	train
e2189 r2 a248	0	train
e3377 not r2 a332	1	train
