fact	label	source
e2656 r0 a40	1	train
e2656 not r0 a40	0	train
e1730 r0 a135	1	train
e1730 not r0 a135	0	train
e1730 not r0 a134	1	train
e1730 r0 a134	0	train
e319 r0 a86	1	train
e319 not r0 a86	0	train
e319 not r0 a87	1	train
e319 r0 a87	0	train
e138 not r0 a45	1	train
e138 r0 a45	0	train
e138 r0 a44	1	train
e138 not r0 a44	0	train
e4346 r0 a32	1	train
e4346 not r0 a32	0	train
e4346 not r0 a33	1	train
e4346 r0 a33	0	train
e1616 not r0 a143	1	train
e1616 r0 a143	0	train
e1616 r0 a142	1	train
e1616 not r0 a142	0	train
e2433 not r0 a197	1	train
e2433 r0 a197	0	train
e2433 r0 a196	1	train
e2433 not r0 a196	0	train
e4492 not r0 a161	1	train
e4492 r0 a161	0	train
e4492 r0 a160	1	train
e4492 not r0 a160	0	train
e1526 r0 a80	1	train
e1526 not r0 a80	0	train
e1526 not r0 a81	1	train
e1526 r0 a81	0	train
e4192 not r0 a94	1	train
e4192 r0 a94	0	train
e4192 r0 a95	1	train
e4192 not r0 a95	0	train
e3834 r0 a91	1	train
e3834 not r0 a91	0	train
e3834 not r0 a90	1	train
e3834 r0 a90	0	train
e3891 not r0 a56	1	train
e3891 r0 a56	0	train
e3891 r0 a57	1	train
e3891 not r0 a57	0	train
e4639 r0 a11	1	train
e4639 not r0 a11	0	train
e4639 not r0 a10	1	train
e4639 r0 a10	0	train
e3511 not r0 a13	1	train
e3511 r0 a13	0	train
e3511 r0 a12	1	train
e3511 not r0 a12	0	train
e3303 r0 a111	1	train
e3303 not r0 a111	0	train
e3303 not r0 a110	1	train
e3303 r0 a110	0	train
e2764 not r0 a67	1	train
e2764 r0 a67	0	train
e2764 r0 a66	1	train
e2764 not r0 a66	0	train
e2810 r0 a13	1	train
e2810 not r0 a13	0	train
e2810 not r0 a12	1	train
e2810 r0 a12	0	train
e3731 r0 a130	1	train
e3731 not r0 a130	0	train
e3731 not r0 a131	1	train
e3731 r0 a131	0	train
e4770 r0 a44	1	train
e4770 not r0 a44	0	train
e4770 not r0 a45	1	train
e4770 r0 a45	0	train
e71 not r0 a88	1	train
e71 r0 a88	0	train
e71 r0 a89	1	train
e71 not r0 a89	0	train
e1438 not r0 a167	1	train
e1438 r0 a167	0	train
e1438 r0 a166	1	train
e1438 not r0 a166	0	train
e4836 r0 a168	1	train
e4836 not r0 a168	0	train
e4836 not r0 a169	1	train
e4836 r0 a169	0	train
e1605 not r0 a35	1	train
e1605 r0 a35	0	train
e1605 r0 a34	1	train
e1605 not r0 a34	0	train
e3771 not r0 a175	1	train
e3771 r0 a175	0	train
e3771 r0 a174	1	train
e3771 not r0 a174	0	train
e3680 r0 a74	1	train
e3680 not r0 a74	0	train
e3680 not r0 a75	1	train
e3680 r0 a75	0	train
e868 not r0 a183	1	train
e868 r0 a183	0	train
e868 r0 a182	1	train
e868 not r0 a182	0	train
e2450 not r0 a17	1	train
e2450 r0 a17	0	train
e2450 r0 a16	1	train
e2450 not r0 a16	0	train
e2600 not r0 a56	1	train
e2600 r0 a56	0	train
e2600 r0 a57	1	train
e2600 not r0 a57	0	train
e177 r0 a119	1	train
e177 not r0 a119	0	train
e177 not r0 a118	1	train
e177 r0 a118	0	train
e3093 r0 a191	1	train
e3093 not r0 a191	0	train
e3093 not r0 a190	1	train
e3093 r0 a190	0	train
e1855 r0 a72	1	train
e1855 not r0 a72	0	train
e1855 not r0 a73	1	train
e1855 r0 a73	0	train
e1581 not r0 a165	1	train
e1581 r0 a165	0	train
e1581 r0 a164	1	train
e1581 not r0 a164	0	train
e1819 r0 a135	1	train
e1819 not r0 a135	0	train
e1819 not r0 a134	1	train
e1819 r0 a134	0	train
e1887 r0 a8	1	train
e1887 not r0 a8	0	train
e1887 not r0 a9	1	train
e1887 r0 a9	0	train
e1231 not r0 a90	1	train
e1231 r0 a90	0	train
e1231 r0 a91	1	train
e1231 not r0 a91	0	train
e3194 r0 a86	1	train
e3194 not r0 a86	0	train
e3194 not r0 a87	1	train
e3194 r0 a87	0	train
e1306 r0 a39	1	train
e1306 not r0 a39	0	train
e1306 not r0 a38	1	train
e1306 r0 a38	0	train
e1965 not r0 a73	1	train
e1965 r0 a73	0	train
e1965 r0 a72	1	train
e1965 not r0 a72	0	train
e2859 r0 a130	1	train
e2859 not r0 a130	0	train
e2859 not r0 a131	1	train
e2859 r0 a131	0	train
e3639 r0 a189	1	train
e3639 not r0 a189	0	train
e3639 not r0 a188	1	train
e3639 r0 a188	0	train
e3735 not r0 a162	1	train
e3735 r0 a162	0	train
e3735 r0 a163	1	train
e3735 not r0 a163	0	train
e3410 r0 a181	1	train
e3410 not r0 a181	0	train
e3410 not r0 a180	1	train
e3410 r0 a180	0	train
e4599 r0 a176	1	train
e4599 not r0 a176	0	train
e4599 not r0 a177	1	train
e4599 r0 a177	0	train
e4329 not r0 a3	1	train
e4329 r0 a3	0	train
e4329 r0 a2	1	train
e4329 not r0 a2	0	train
e3107 not r0 a112	1	train
e3107 r0 a112	0	train
e3107 r0 a113	1	train
e3107 not r0 a113	0	train
e3199 not r0 a29	1	train
e3199 r0 a29	0	train
e3199 r0 a28	1	train
e3199 not r0 a28	0	train
e2525 r0 a115	1	train
e2525 not r0 a115	0	train
e2525 not r0 a114	1	train
e2525 r0 a114	0	train
e2024 not r0 a96	1	train
e2024 r0 a96	0	train
e2024 r0 a97	1	train
e2024 not r0 a97	0	train
e1558 r0 a143	1	train
e1558 not r0 a143	0	train
e1558 not r0 a142	1	train
e1558 r0 a142	0	train
e4107 r0 a177	1	train
e4107 not r0 a177	0	train
e4107 not r0 a176	1	train
e4107 r0 a176	0	train
e742 not r0 a11	1	train
e742 r0 a11	0	train
e742 r0 a10	1	train
e742 not r0 a10	0	train
e2743 r0 a104	1	train
e2743 not r0 a104	0	train
e2743 not r0 a105	1	train
e2743 r0 a105	0	train
e4825 r0 a15	1	train
e4825 not r0 a15	0	train
e4825 not r0 a14	1	train
e4825 r0 a14	0	train
e1838 r0 a14	1	train
e1838 not r0 a14	0	train
e1838 not r0 a15	1	train
e1838 r0 a15	0	train
e2126 r0 a176	1	train
e2126 not r0 a176	0	train
e2126 not r0 a177	1	train
e2126 r0 a177	0	train
e3558 not r0 a122	1	train
e3558 r0 a122	0	train
e3558 r0 a123	1	train
e3558 not r0 a123	0	train
e2411 r0 a178	1	train
e2411 not r0 a178	0	train
e2411 not r0 a179	1	train
e2411 r0 a179	0	train
e3983 r0 a57	1	train
e3983 not r0 a57	0	train
e3983 not r0 a56	1	train
e3983 r0 a56	0	train
e1883 not r0 a124	1	train
e1883 r0 a124	0	train
e1883 r0 a125	1	train
e1883 not r0 a125	0	train
e1950 not r0 a67	1	train
e1950 r0 a67	0	train
e1950 r0 a66	1	train
e1950 not r0 a66	0	train
e4424 r0 a185	1	train
e4424 not r0 a185	0	train
e4424 not r0 a184	1	train
e4424 r0 a184	0	train
e2992 r0 a180	1	train
e2992 not r0 a180	0	train
e2992 not r0 a181	1	train
e2992 r0 a181	0	train
e3364 r0 a18	1	train
e3364 not r0 a18	0	train
e3364 not r0 a19	1	train
e3364 r0 a19	0	train
e818 r0 a122	1	train
e818 not r0 a122	0	train
e818 not r0 a123	1	train
e818 r0 a123	0	train
e4474 r0 a79	1	train
e4474 not r0 a79	0	train
e4474 not r0 a78	1	train
e4474 r0 a78	0	train
e956 not r0 a104	1	train
e956 r0 a104	0	train
e956 r0 a105	1	train
e956 not r0 a105	0	train
e1258 not r0 a117	1	train
e1258 r0 a117	0	train
e1258 r0 a116	1	train
e1258 not r0 a116	0	train
e2372 not r0 a128	1	train
e2372 r0 a128	0	train
e2372 r0 a129	1	train
e2372 not r0 a129	0	train
e4746 r0 a16	1	train
e4746 not r0 a16	0	train
e4746 not r0 a17	1	train
e4746 r0 a17	0	train
e4167 not r0 a17	1	train
e4167 r0 a17	0	train
e4167 r0 a16	1	train
e4167 not r0 a16	0	train
e4284 not r0 a94	1	train
e4284 r0 a94	0	train
e4284 r0 a95	1	train
e4284 not r0 a95	0	train
e462 not r0 a57	1	train
e462 r0 a57	0	train
e462 r0 a56	1	train
e462 not r0 a56	0	train
e753 r0 a194	1	train
e753 not r0 a194	0	train
e753 not r0 a195	1	train
e753 r0 a195	0	train
e4737 not r0 a138	1	train
e4737 r0 a138	0	train
e4737 r0 a139	1	train
e4737 not r0 a139	0	train
e1687 r0 a191	1	train
e1687 not r0 a191	0	train
e1687 not r0 a190	1	train
e1687 r0 a190	0	train
e4676 r0 a55	1	train
e4676 not r0 a55	0	train
e4676 not r0 a54	1	train
e4676 r0 a54	0	train
e3287 r0 a127	1	train
e3287 not r0 a127	0	train
e3287 not r0 a126	1	train
e3287 r0 a126	0	train
e514 not r0 a87	1	train
e514 r0 a87	0	train
e514 r0 a86	1	train
e514 not r0 a86	0	train
e3106 not r0 a166	1	train
e3106 r0 a166	0	train
e3106 r0 a167	1	train
e3106 not r0 a167	0	train
e2669 r0 a112	1	train
e2669 not r0 a112	0	train
e2669 not r0 a113	1	train
e2669 r0 a113	0	train
e2696 not r0 a49	1	train
e2696 r0 a49	0	train
e2696 r0 a48	1	train
e2696 not r0 a48	0	train
e3975 not r0 a136	1	train
e3975 r0 a136	0	train
e3975 r0 a137	1	train
e3975 not r0 a137	0	train
e2921 r0 a40	1	train
e2921 not r0 a40	0	train
e2921 not r0 a41	1	train
e2921 r0 a41	0	train
e3678 not r0 a158	1	train
e3678 r0 a158	0	train
e3678 r0 a159	1	train
e3678 not r0 a159	0	train
e1393 r0 a59	1	train
e1393 not r0 a59	0	train
e1393 not r0 a58	1	train
e1393 r0 a58	0	train
e1968 r0 a134	1	train
e1968 not r0 a134	0	train
e1968 not r0 a135	1	train
e1968 r0 a135	0	train
e2838 r0 a102	1	train
e2838 not r0 a102	0	train
e2838 not r0 a103	1	train
e2838 r0 a103	0	train
e146 r0 a139	1	train
e146 not r0 a139	0	train
e146 not r0 a138	1	train
e146 r0 a138	0	train
e4110 r0 a129	1	train
e4110 not r0 a129	0	train
e4110 not r0 a128	1	train
e4110 r0 a128	0	train
e4150 r0 a41	1	train
e4150 not r0 a41	0	train
e4150 not r0 a40	1	train
e4150 r0 a40	0	train
e4938 not r0 a97	1	train
e4938 r0 a97	0	train
e4938 r0 a96	1	train
e4938 not r0 a96	0	train
e3758 r0 a41	1	train
e3758 not r0 a41	0	train
e3758 not r0 a40	1	train
e3758 r0 a40	0	train
e822 not r0 a192	1	train
e822 r0 a192	0	train
e822 r0 a193	1	train
e822 not r0 a193	0	train
e3962 not r0 a128	1	train
e3962 r0 a128	0	train
e3962 r0 a129	1	train
e3962 not r0 a129	0	train
e2471 r0 a127	1	train
e2471 not r0 a127	0	train
e2471 not r0 a126	1	train
e2471 r0 a126	0	train
e3078 r0 a102	1	train
e3078 not r0 a102	0	train
e3078 not r0 a103	1	train
e3078 r0 a103	0	train
e4174 not r0 a146	1	train
e4174 r0 a146	0	train
e4174 r0 a147	1	train
e4174 not r0 a147	0	train
e4775 r0 a132	1	train
e4775 not r0 a132	0	train
e4775 not r0 a133	1	train
e4775 r0 a133	0	train
e2940 r0 a104	1	train
e2940 not r0 a104	0	train
e2940 not r0 a105	1	train
e2940 r0 a105	0	train
e82 r0 a180	1	train
e82 not r0 a180	0	train
e82 not r0 a181	1	train
e82 r0 a181	0	train
e3141 not r0 a195	1	train
e3141 r0 a195	0	train
e3141 r0 a194	1	train
e3141 not r0 a194	0	train
e4201 r0 a158	1	train
e4201 not r0 a158	0	train
e4201 not r0 a159	1	train
e4201 r0 a159	0	train
e1614 not r0 a11	1	train
e1614 r0 a11	0	train
e1614 r0 a10	1	train
e1614 not r0 a10	0	train
e4978 not r0 a117	1	train
e4978 r0 a117	0	train
e4978 r0 a116	1	train
e4978 not r0 a116	0	train
e2004 r0 a135	1	train
e2004 not r0 a135	0	train
e2004 not r0 a134	1	train
e2004 r0 a134	0	train
e3007 not r0 a37	1	train
e3007 r0 a37	0	train
e3007 r0 a36	1	train
e3007 not r0 a36	0	train
e47 not r0 a161	1	train
e47 r0 a161	0	train
e47 r0 a160	1	train
e47 not r0 a160	0	train
e3388 not r0 a71	1	train
e3388 r0 a71	0	train
e3388 r0 a70	1	train
e3388 not r0 a70	0	train
e3323 r0 a116	1	train
e3323 not r0 a116	0	train
e3323 not r0 a117	1	train
e3323 r0 a117	0	train
e1518 not r0 a185	1	train
e1518 r0 a185	0	train
e1518 r0 a184	1	train
e1518 not r0 a184	0	train
e1544 r0 a180	1	train
e1544 not r0 a180	0	train
e1544 not r0 a181	1	train
e1544 r0 a181	0	train
e310 not r0 a101	1	train
e310 r0 a101	0	train
e310 r0 a100	1	train
e310 not r0 a100	0	train
e3586 r0 a104	1	train
e3586 not r0 a104	0	train
e3586 not r0 a105	1	train
e3586 r0 a105	0	train
e3030 r0 a149	1	train
e3030 not r0 a149	0	train
e3030 not r0 a148	1	train
e3030 r0 a148	0	train
e2563 not r0 a98	1	train
e2563 r0 a98	0	train
e2563 r0 a99	1	train
e2563 not r0 a99	0	train
e4292 not r0 a149	1	train
e4292 r0 a149	0	train
e4292 r0 a148	1	train
e4292 not r0 a148	0	train
e3421 r0 a177	1	train
e3421 not r0 a177	0	train
e3421 not r0 a176	1	train
e3421 r0 a176	0	train
e1917 not r0 a152	1	train
e1917 r0 a152	0	train
e1917 r0 a153	1	train
e1917 not r0 a153	0	train
e3662 r0 a82	1	train
e3662 not r0 a82	0	train
e3662 not r0 a83	1	train
e3662 r0 a83	0	train
e4715 r0 a137	1	train
e4715 not r0 a137	0	train
e4715 not r0 a136	1	train
e4715 r0 a136	0	train
e4220 r0 a29	1	train
e4220 not r0 a29	0	train
e4220 not r0 a28	1	train
e4220 r0 a28	0	train
e2561 r0 a5	1	train
e2561 not r0 a5	0	train
e2561 not r0 a4	1	train
e2561 r0 a4	0	train
e1032 r0 a20	1	train
e1032 not r0 a20	0	train
e1032 not r0 a21	1	train
e1032 r0 a21	0	train
e2622 not r0 a62	1	train
e2622 r0 a62	0	train
e2622 r0 a63	1	train
e2622 not r0 a63	0	train
e4929 r0 a97	1	train
e4929 not r0 a97	0	train
e4929 not r0 a96	1	train
e4929 r0 a96	0	train
e857 not r0 a173	1	train
e857 r0 a173	0	train
e857 r0 a172	1	train
e857 not r0 a172	0	train
e3856 not r0 a194	1	train
e3856 r0 a194	0	train
e3856 r0 a195	1	train
e3856 not r0 a195	0	train
e1803 not r0 a35	1	train
e1803 r0 a35	0	train
e1803 r0 a34	1	train
e1803 not r0 a34	0	train
e4432 r0 a6	1	train
e4432 not r0 a6	0	train
e4432 not r0 a7	1	train
e4432 r0 a7	0	train
e1375 r0 a100	1	train
e1375 not r0 a100	0	train
e1375 not r0 a101	1	train
e1375 r0 a101	0	train
e1624 not r0 a63	1	train
e1624 r0 a63	0	train
e1624 r0 a62	1	train
e1624 not r0 a62	0	train
e1527 not r0 a103	1	train
e1527 r0 a103	0	train
e1527 r0 a102	1	train
e1527 not r0 a102	0	train
e3453 r0 a173	1	train
e3453 not r0 a173	0	train
e3453 not r0 a172	1	train
e3453 r0 a172	0	train
e1301 r0 a35	1	train
e1301 not r0 a35	0	train
e1301 not r0 a34	1	train
e1301 r0 a34	0	train
e4374 r0 a47	1	train
e4374 not r0 a47	0	train
e4374 not r0 a46	1	train
e4374 r0 a46	0	train
e279 not r0 a109	1	train
e279 r0 a109	0	train
e279 r0 a108	1	train
e279 not r0 a108	0	train
e4471 not r0 a107	1	train
e4471 r0 a107	0	train
e4471 r0 a106	1	train
e4471 not r0 a106	0	train
e412 not r0 a146	1	train
e412 r0 a146	0	train
e412 r0 a147	1	train
e412 not r0 a147	0	train
e1138 not r0 a185	1	train
e1138 r0 a185	0	train
e1138 r0 a184	1	train
e1138 not r0 a184	0	train
e4319 not r0 a31	1	train
e4319 r0 a31	0	train
e4319 r0 a30	1	train
e4319 not r0 a30	0	train
e2711 r0 a159	1	train
e2711 not r0 a159	0	train
e2711 not r0 a158	1	train
e2711 r0 a158	0	train
e2786 r0 a75	1	train
e2786 not r0 a75	0	train
e2786 not r0 a74	1	train
e2786 r0 a74	0	train
e2989 r0 a167	1	train
e2989 not r0 a167	0	train
e2989 not r0 a166	1	train
e2989 r0 a166	0	train
e2026 not r0 a40	1	train
e2026 r0 a40	0	train
e2026 r0 a41	1	train
e2026 not r0 a41	0	train
e4647 not r0 a178	1	train
e4647 r0 a178	0	train
e4647 r0 a179	1	train
e4647 not r0 a179	0	train
e4087 r0 a127	1	train
e4087 not r0 a127	0	train
e4087 not r0 a126	1	train
e4087 r0 a126	0	train
e1432 r0 a195	1	train
e1432 not r0 a195	0	train
e1432 not r0 a194	1	train
e1432 r0 a194	0	train
e4140 not r0 a41	1	train
e4140 r0 a41	0	train
e4140 r0 a40	1	train
e4140 not r0 a40	0	train
e1018 not r0 a37	1	train
e1018 r0 a37	0	train
e1018 r0 a36	1	train
e1018 not r0 a36	0	train
e3704 not r0 a32	1	train
e3704 r0 a32	0	train
e3704 r0 a33	1	train
e3704 not r0 a33	0	train
e4688 not r0 a185	1	train
e4688 r0 a185	0	train
e4688 r0 a184	1	train
e4688 not r0 a184	0	train
e199 not r0 a62	1	train
e199 r0 a62	0	train
e199 r0 a63	1	train
e199 not r0 a63	0	train
e899 r0 a55	1	train
e899 not r0 a55	0	train
e899 not r0 a54	1	train
e899 r0 a54	0	train
e3610 r0 a130	1	train
e3610 not r0 a130	0	train
e3610 not r0 a131	1	train
e3610 r0 a131	0	train
e4529 r0 a28	1	train
e4529 not r0 a28	0	train
e4529 not r0 a29	1	train
e4529 r0 a29	0	train
e399 r0 a189	1	train
e399 not r0 a189	0	train
e399 not r0 a188	1	train
e399 r0 a188	0	train
e3074 r0 a17	1	train
e3074 not r0 a17	0	train
e3074 not r0 a16	1	train
e3074 r0 a16	0	train
e4733 r0 a120	1	train
e4733 not r0 a120	0	train
e4733 not r0 a121	1	train
e4733 r0 a121	0	train
e2297 r0 a55	1	train
e2297 not r0 a55	0	train
e2297 not r0 a54	1	train
e2297 r0 a54	0	train
e2907 r0 a80	1	train
e2907 not r0 a80	0	train
e2907 not r0 a81	1	train
e2907 r0 a81	0	train
e2637 r0 a192	1	train
e2637 not r0 a192	0	train
e2637 not r0 a193	1	train
e2637 r0 a193	0	train
e819 not r0 a130	1	train
e819 r0 a130	0	train
e819 r0 a131	1	train
e819 not r0 a131	0	train
e1233 r0 a187	1	train
e1233 not r0 a187	0	train
e1233 not r0 a186	1	train
e1233 r0 a186	0	train
e1848 not r0 a27	1	train
e1848 r0 a27	0	train
e1848 r0 a26	1	train
e1848 not r0 a26	0	train
e3124 r0 a169	1	train
e3124 not r0 a169	0	train
e3124 not r0 a168	1	train
e3124 r0 a168	0	train
e1401 r0 a156	1	train
e1401 not r0 a156	0	train
e1401 not r0 a157	1	train
e1401 r0 a157	0	train
e2337 not r0 a39	1	train
e2337 r0 a39	0	train
e2337 r0 a38	1	train
e2337 not r0 a38	0	train
e3272 r0 a135	1	train
e3272 not r0 a135	0	train
e3272 not r0 a134	1	train
e3272 r0 a134	0	train
e41 not r0 a52	1	train
e41 r0 a52	0	train
e41 r0 a53	1	train
e41 not r0 a53	0	train
e3405 not r0 a3	1	train
e3405 r0 a3	0	train
e3405 r0 a2	1	train
e3405 not r0 a2	0	train
e4493 not r0 a159	1	train
e4493 r0 a159	0	train
e4493 r0 a158	1	train
e4493 not r0 a158	0	train
e2543 not r0 a67	1	train
e2543 r0 a67	0	train
e2543 r0 a66	1	train
e2543 not r0 a66	0	train
e224 not r0 a56	1	train
e224 r0 a56	0	train
e224 r0 a57	1	train
e224 not r0 a57	0	train
e2041 r0 a61	1	train
e2041 not r0 a61	0	train
e2041 not r0 a60	1	train
e2041 r0 a60	0	train
e3133 not r0 a122	1	train
e3133 r0 a122	0	train
e3133 r0 a123	1	train
e3133 not r0 a123	0	train
e612 not r0 a21	1	train
e612 r0 a21	0	train
e612 r0 a20	1	train
e612 not r0 a20	0	train
e196 r0 a67	1	train
e196 not r0 a67	0	train
e196 not r0 a66	1	train
e196 r0 a66	0	train
e3175 not r0 a198	1	train
e3175 r0 a198	0	train
e3175 r0 a199	1	train
e3175 not r0 a199	0	train
e4096 r0 a80	1	train
e4096 not r0 a80	0	train
e4096 not r0 a81	1	train
e4096 r0 a81	0	train
e1613 r0 a62	1	train
e1613 not r0 a62	0	train
e1613 not r0 a63	1	train
e1613 r0 a63	0	train
e2944 r0 a125	1	train
e2944 not r0 a125	0	train
e2944 not r0 a124	1	train
e2944 r0 a124	0	train
e3307 not r0 a28	1	train
e3307 r0 a28	0	train
e3307 r0 a29	1	train
e3307 not r0 a29	0	train
e445 r0 a117	1	train
e445 not r0 a117	0	train
e445 not r0 a116	1	train
e445 r0 a116	0	train
e3595 not r0 a112	1	train
e3595 r0 a112	0	train
e3595 r0 a113	1	train
e3595 not r0 a113	0	train
e721 not r0 a16	1	train
e721 r0 a16	0	train
e721 r0 a17	1	train
e721 not r0 a17	0	train
e60 not r0 a116	1	train
e60 r0 a116	0	train
e60 r0 a117	1	train
e60 not r0 a117	0	train
e4062 not r0 a152	1	train
e4062 r0 a152	0	train
e4062 r0 a153	1	train
e4062 not r0 a153	0	train
e4035 not r0 a177	1	train
e4035 r0 a177	0	train
e4035 r0 a176	1	train
e4035 not r0 a176	0	train
e4168 not r0 a85	1	train
e4168 r0 a85	0	train
e4168 r0 a84	1	train
e4168 not r0 a84	0	train
e2322 r0 a184	1	train
e2322 not r0 a184	0	train
e2322 not r0 a185	1	train
e2322 r0 a185	0	train
e4543 not r0 a51	1	train
e4543 r0 a51	0	train
e4543 r0 a50	1	train
e4543 not r0 a50	0	train
e270 r0 a91	1	train
e270 not r0 a91	0	train
e270 not r0 a90	1	train
e270 r0 a90	0	train
e3724 not r0 a103	1	train
e3724 r0 a103	0	train
e3724 r0 a102	1	train
e3724 not r0 a102	0	train
e1386 r0 a97	1	train
e1386 not r0 a97	0	train
e1386 not r0 a96	1	train
e1386 r0 a96	0	train
e3304 not r0 a125	1	train
e3304 r0 a125	0	train
e3304 r0 a124	1	train
e3304 not r0 a124	0	train
e3273 not r0 a188	1	train
e3273 r0 a188	0	train
e3273 r0 a189	1	train
e3273 not r0 a189	0	train
e3098 not r0 a24	1	train
e3098 r0 a24	0	train
e3098 r0 a25	1	train
e3098 not r0 a25	0	train
e2123 not r0 a125	1	train
e2123 r0 a125	0	train
e2123 r0 a124	1	train
e2123 not r0 a124	0	train
e1806 r0 a176	1	train
e1806 not r0 a176	0	train
e1806 not r0 a177	1	train
e1806 r0 a177	0	train
e3751 not r0 a55	1	train
e3751 r0 a55	0	train
e3751 r0 a54	1	train
e3751 not r0 a54	0	train
e4658 not r0 a9	1	train
e4658 r0 a9	0	train
e4658 r0 a8	1	train
e4658 not r0 a8	0	train
e2633 not r0 a167	1	train
e2633 r0 a167	0	train
e2633 r0 a166	1	train
e2633 not r0 a166	0	train
e3442 not r0 a44	1	train
e3442 r0 a44	0	train
e3442 r0 a45	1	train
e3442 not r0 a45	0	train
e2923 r0 a147	1	train
e2923 not r0 a147	0	train
e2923 not r0 a146	1	train
e2923 r0 a146	0	train
e4840 r0 a174	1	train
e4840 not r0 a174	0	train
e4840 not r0 a175	1	train
e4840 r0 a175	0	train
e842 r0 a116	1	train
e842 not r0 a116	0	train
e842 not r0 a117	1	train
e842 r0 a117	0	train
e1262 not r0 a191	1	train
e1262 r0 a191	0	train
e1262 r0 a190	1	train
e1262 not r0 a190	0	train
e525 not r0 a155	1	train
e525 r0 a155	0	train
e525 r0 a154	1	train
e525 not r0 a154	0	train
e2389 r0 a157	1	train
e2389 not r0 a157	0	train
e2389 not r0 a156	1	train
e2389 r0 a156	0	train
e2393 not r0 a169	1	train
e2393 r0 a169	0	train
e2393 r0 a168	1	train
e2393 not r0 a168	0	train
e280 r0 a80	1	train
e280 not r0 a80	0	train
e280 not r0 a81	1	train
e280 r0 a81	0	train
e4678 not r0 a188	1	train
e4678 r0 a188	0	train
e4678 r0 a189	1	train
